Country Code,Country,Date,Producer_Price_Index
GBR,United Kingdom,1972-10-01,10.5
GTM,Guatemala,1972-10-01,28.1
IND,India,1972-10-01,5.9
IRL,Ireland,1972-10-01,18.0
JPN,Japan,1972-10-01,57.4
KOR,"Korea, Rep.",1972-10-01,9.5
NLD,Netherlands,1972-10-01,40.3
NLD,Netherlands,1972-10-01,40.3
SWE,Sweden,1972-10-01,14.8
THA,Thailand,1972-10-01,12.6
USA,United States,1972-10-01,22.2
ZAF,South Africa,1972-10-01,1.1
BEL,Belgium,1972-11-01,29.1
CAF,Central African Republic,1972-11-01,12.2
CAN,Canada,1972-11-01,21.2
CHE,Switzerland,1972-11-01,60.1
COG,"Congo, Rep.",1972-11-01,24.7
COL,Colombia,1972-11-01,0.3
DEU,Germany,1972-11-01,40.6
DNK,Denmark,1972-11-01,18.6
FIN,Finland,1972-11-01,22.7
GBR,United Kingdom,1972-11-01,10.6
GTM,Guatemala,1972-11-01,27.9
IND,India,1972-11-01,5.9
IRL,Ireland,1972-11-01,18.8
JPN,Japan,1972-11-01,58.3
KOR,"Korea, Rep.",1972-11-01,9.5
NLD,Netherlands,1972-11-01,40.3
NLD,Netherlands,1972-11-01,40.3
SWE,Sweden,1972-11-01,14.9
THA,Thailand,1972-11-01,12.8
USA,United States,1972-11-01,22.3
ZAF,South Africa,1972-11-01,1.1
BEL,Belgium,1972-12-01,29.4
CAF,Central African Republic,1972-12-01,12.2
CAN,Canada,1972-12-01,21.4
CHE,Switzerland,1972-12-01,60.4
COG,"Congo, Rep.",1972-12-01,24.6
COL,Colombia,1972-12-01,0.3
DEU,Germany,1972-12-01,40.7
DNK,Denmark,1972-12-01,18.9
FIN,Finland,1972-12-01,23.0
GBR,United Kingdom,1972-12-01,10.6
GTM,Guatemala,1972-12-01,28.6
IND,India,1972-12-01,5.9
IRL,Ireland,1972-12-01,19.2
JPN,Japan,1972-12-01,59.3
KOR,"Korea, Rep.",1972-12-01,9.6
NLD,Netherlands,1972-12-01,40.5
NLD,Netherlands,1972-12-01,40.5
SWE,Sweden,1972-12-01,15.1
THA,Thailand,1972-12-01,13.0
USA,United States,1972-12-01,22.7
ZAF,South Africa,1972-12-01,1.1
BEL,Belgium,1973-01-01,29.9
CAF,Central African Republic,1973-01-01,12.3
CAN,Canada,1973-01-01,21.7
CHE,Switzerland,1973-01-01,61.4
COG,"Congo, Rep.",1973-01-01,24.7
COL,Colombia,1973-01-01,0.3
DEU,Germany,1973-01-01,41.1
DNK,Denmark,1973-01-01,19.2
FIN,Finland,1973-01-01,23.4
GBR,United Kingdom,1973-01-01,10.7
GTM,Guatemala,1973-01-01,29.4
IND,India,1973-01-01,5.9
IRL,Ireland,1973-01-01,20.1
JPN,Japan,1973-01-01,59.9
KOR,"Korea, Rep.",1973-01-01,9.7
NLD,Netherlands,1973-01-01,41.3
NLD,Netherlands,1973-01-01,41.3
SWE,Sweden,1973-01-01,15.2
THA,Thailand,1973-01-01,13.2
USA,United States,1973-01-01,23.0
ZAF,South Africa,1973-01-01,1.1
BEL,Belgium,1973-02-01,30.3
CAF,Central African Republic,1973-02-01,12.3
CAN,Canada,1973-02-01,21.9
CHE,Switzerland,1973-02-01,62.0
COG,"Congo, Rep.",1973-02-01,24.8
COL,Colombia,1973-02-01,0.3
DEU,Germany,1973-02-01,41.6
DNK,Denmark,1973-02-01,19.7
FIN,Finland,1973-02-01,23.7
GBR,United Kingdom,1973-02-01,10.8
GTM,Guatemala,1973-02-01,29.5
IND,India,1973-02-01,6.0
IRL,Ireland,1973-02-01,20.0
JPN,Japan,1973-02-01,60.8
KOR,"Korea, Rep.",1973-02-01,9.7
NLD,Netherlands,1973-02-01,41.5
NLD,Netherlands,1973-02-01,41.5
SWE,Sweden,1973-02-01,15.4
THA,Thailand,1973-02-01,13.4
USA,United States,1973-02-01,23.5
ZAF,South Africa,1973-02-01,1.1
BEL,Belgium,1973-03-01,30.6
CAF,Central African Republic,1973-03-01,12.3
CAN,Canada,1973-03-01,22.1
CHE,Switzerland,1973-03-01,63.1
COG,"Congo, Rep.",1973-03-01,25.0
COL,Colombia,1973-03-01,0.3
DEU,Germany,1973-03-01,41.8
DNK,Denmark,1973-03-01,19.8
FIN,Finland,1973-03-01,24.0
GBR,United Kingdom,1973-03-01,10.8
GTM,Guatemala,1973-03-01,29.8
IND,India,1973-03-01,6.1
IRL,Ireland,1973-03-01,20.2
JPN,Japan,1973-03-01,62.2
KOR,"Korea, Rep.",1973-03-01,9.7
NLD,Netherlands,1973-03-01,41.5
NLD,Netherlands,1973-03-01,41.5
SWE,Sweden,1973-03-01,15.7
THA,Thailand,1973-03-01,14.0
USA,United States,1973-03-01,24.0
ZAF,South Africa,1973-03-01,1.1
BEL,Belgium,1973-04-01,30.8
CAF,Central African Republic,1973-04-01,12.3
CAN,Canada,1973-04-01,22.4
CHE,Switzerland,1973-04-01,63.4
COG,"Congo, Rep.",1973-04-01,25.3
COL,Colombia,1973-04-01,0.3
DEU,Germany,1973-04-01,42.0
DNK,Denmark,1973-04-01,20.1
FIN,Finland,1973-04-01,24.1
GBR,United Kingdom,1973-04-01,10.7
GTM,Guatemala,1973-04-01,30.4
IND,India,1973-04-01,6.2
IRL,Ireland,1973-04-01,20.7
JPN,Japan,1973-04-01,62.7
KOR,"Korea, Rep.",1973-04-01,9.8
NLD,Netherlands,1973-04-01,41.8
NLD,Netherlands,1973-04-01,41.8
SWE,Sweden,1973-04-01,15.8
THA,Thailand,1973-04-01,14.2
USA,United States,1973-04-01,24.2
ZAF,South Africa,1973-04-01,1.1
BEL,Belgium,1973-05-01,31.2
CAF,Central African Republic,1973-05-01,12.3
CAN,Canada,1973-05-01,22.7
CHE,Switzerland,1973-05-01,63.7
COG,"Congo, Rep.",1973-05-01,25.2
COL,Colombia,1973-05-01,0.3
DEU,Germany,1973-05-01,42.3
DNK,Denmark,1973-05-01,20.7
FIN,Finland,1973-05-01,24.6
GBR,United Kingdom,1973-05-01,10.8
GTM,Guatemala,1973-05-01,30.4
IND,India,1973-05-01,6.4
IRL,Ireland,1973-05-01,21.2
JPN,Japan,1973-05-01,63.3
KOR,"Korea, Rep.",1973-05-01,9.9
NLD,Netherlands,1973-05-01,42.2
NLD,Netherlands,1973-05-01,42.2
SWE,Sweden,1973-05-01,15.9
THA,Thailand,1973-05-01,14.5
USA,United States,1973-05-01,24.7
ZAF,South Africa,1973-05-01,1.2
BEL,Belgium,1973-06-01,31.5
CAF,Central African Republic,1973-06-01,12.4
CAN,Canada,1973-06-01,22.9
CHE,Switzerland,1973-06-01,63.7
COG,"Congo, Rep.",1973-06-01,25.4
COL,Colombia,1973-06-01,0.3
DEU,Germany,1973-06-01,42.6
DNK,Denmark,1973-06-01,21.4
FIN,Finland,1973-06-01,25.1
GBR,United Kingdom,1973-06-01,10.9
GTM,Guatemala,1973-06-01,30.8
IND,India,1973-06-01,6.5
IRL,Ireland,1973-06-01,21.3
JPN,Japan,1973-06-01,63.9
KOR,"Korea, Rep.",1973-06-01,9.9
NLD,Netherlands,1973-06-01,42.2
NLD,Netherlands,1973-06-01,42.2
SWE,Sweden,1973-06-01,16.2
THA,Thailand,1973-06-01,15.0
USA,United States,1973-06-01,25.2
ZAF,South Africa,1973-06-01,1.2
BEL,Belgium,1973-07-01,31.9
CAF,Central African Republic,1973-07-01,12.4
CAN,Canada,1973-07-01,23.2
CHE,Switzerland,1973-07-01,63.9
COG,"Congo, Rep.",1973-07-01,25.3
COL,Colombia,1973-07-01,0.3
DEU,Germany,1973-07-01,42.9
DNK,Denmark,1973-07-01,21.4
FIN,Finland,1973-07-01,26.1
GBR,United Kingdom,1973-07-01,11.0
GTM,Guatemala,1973-07-01,30.8
IND,India,1973-07-01,6.8
IRL,Ireland,1973-07-01,21.5
JPN,Japan,1973-07-01,64.9
KOR,"Korea, Rep.",1973-07-01,10.0
NLD,Netherlands,1973-07-01,42.5
NLD,Netherlands,1973-07-01,42.5
SWE,Sweden,1973-07-01,16.4
THA,Thailand,1973-07-01,15.2
USA,United States,1973-07-01,24.9
ZAF,South Africa,1973-07-01,1.2
BEL,Belgium,1973-08-01,32.2
CAF,Central African Republic,1973-08-01,12.4
CAN,Canada,1973-08-01,23.9
CHE,Switzerland,1973-08-01,64.0
COG,"Congo, Rep.",1973-08-01,25.4
COL,Colombia,1973-08-01,0.3
DEU,Germany,1973-08-01,43.1
DNK,Denmark,1973-08-01,21.1
FIN,Finland,1973-08-01,26.3
GBR,United Kingdom,1973-08-01,11.2
GTM,Guatemala,1973-08-01,31.5
IND,India,1973-08-01,6.9
IRL,Ireland,1973-08-01,21.4
JPN,Japan,1973-08-01,66.3
KOR,"Korea, Rep.",1973-08-01,10.2
NLD,Netherlands,1973-08-01,42.8
NLD,Netherlands,1973-08-01,42.8
SWE,Sweden,1973-08-01,16.7
THA,Thailand,1973-08-01,15.3
USA,United States,1973-08-01,26.3
ZAF,South Africa,1973-08-01,1.2
BEL,Belgium,1973-09-01,32.3
CAF,Central African Republic,1973-09-01,12.4
CAN,Canada,1973-09-01,23.8
CHE,Switzerland,1973-09-01,64.7
COG,"Congo, Rep.",1973-09-01,25.0
COL,Colombia,1973-09-01,0.3
DEU,Germany,1973-09-01,43.1
DNK,Denmark,1973-09-01,21.1
FIN,Finland,1973-09-01,27.2
GBR,United Kingdom,1973-09-01,11.3
GTM,Guatemala,1973-09-01,32.5
IND,India,1973-09-01,6.8
IRL,Ireland,1973-09-01,21.4
JPN,Japan,1973-09-01,67.5
KOR,"Korea, Rep.",1973-09-01,10.3
NLD,Netherlands,1973-09-01,42.8
NLD,Netherlands,1973-09-01,42.8
SWE,Sweden,1973-09-01,16.7
THA,Thailand,1973-09-01,15.7
USA,United States,1973-09-01,25.9
ZAF,South Africa,1973-09-01,1.2
BEL,Belgium,1973-10-01,32.4
CAF,Central African Republic,1973-10-01,12.5
CAN,Canada,1973-10-01,24.0
CHE,Switzerland,1973-10-01,65.9
COG,"Congo, Rep.",1973-10-01,26.6
COL,Colombia,1973-10-01,0.3
DEU,Germany,1973-10-01,43.4
DNK,Denmark,1973-10-01,21.6
FIN,Finland,1973-10-01,27.5
GBR,United Kingdom,1973-10-01,11.5
GTM,Guatemala,1973-10-01,34.5
IND,India,1973-10-01,7.0
IRL,Ireland,1973-10-01,21.3
JPN,Japan,1973-10-01,68.9
KOR,"Korea, Rep.",1973-10-01,10.4
NLD,Netherlands,1973-10-01,42.8
NLD,Netherlands,1973-10-01,42.8
SWE,Sweden,1973-10-01,16.9
THA,Thailand,1973-10-01,15.9
USA,United States,1973-10-01,25.7
ZAF,South Africa,1973-10-01,1.2
BEL,Belgium,1973-11-01,33.1
CAF,Central African Republic,1973-11-01,12.5
CAN,Canada,1973-11-01,24.1
CHE,Switzerland,1973-11-01,66.5
COG,"Congo, Rep.",1973-11-01,26.6
COL,Colombia,1973-11-01,0.3
DEU,Germany,1973-11-01,43.8
DNK,Denmark,1973-11-01,22.0
FIN,Finland,1973-11-01,27.7
GBR,United Kingdom,1973-11-01,11.6
GTM,Guatemala,1973-11-01,34.6
IND,India,1973-11-01,7.2
IRL,Ireland,1973-11-01,21.3
JPN,Japan,1973-11-01,70.8
KOR,"Korea, Rep.",1973-11-01,10.5
NLD,Netherlands,1973-11-01,43.2
NLD,Netherlands,1973-11-01,43.2
SWE,Sweden,1973-11-01,17.3
THA,Thailand,1973-11-01,16.2
USA,United States,1973-11-01,25.8
ZAF,South Africa,1973-11-01,1.3
BEL,Belgium,1973-12-01,33.8
CAF,Central African Republic,1973-12-01,12.5
CAN,Canada,1973-12-01,24.5
CHE,Switzerland,1973-12-01,67.0
COG,"Congo, Rep.",1973-12-01,27.2
COL,Colombia,1973-12-01,0.4
DEU,Germany,1973-12-01,44.2
DNK,Denmark,1973-12-01,22.6
FIN,Finland,1973-12-01,28.1
GBR,United Kingdom,1973-12-01,11.7
GTM,Guatemala,1973-12-01,35.7
IND,India,1973-12-01,7.1
IRL,Ireland,1973-12-01,21.4
JPN,Japan,1973-12-01,76.6
KOR,"Korea, Rep.",1973-12-01,11.1
NLD,Netherlands,1973-12-01,43.4
NLD,Netherlands,1973-12-01,43.4
SWE,Sweden,1973-12-01,17.7
THA,Thailand,1973-12-01,16.6
USA,United States,1973-12-01,26.2
ZAF,South Africa,1973-12-01,1.3
BEL,Belgium,1974-01-01,35.6
CAF,Central African Republic,1974-01-01,13.2
CAN,Canada,1974-01-01,25.3
CHE,Switzerland,1974-01-01,68.2
COG,"Congo, Rep.",1974-01-01,27.8
COL,Colombia,1974-01-01,0.4
DEU,Germany,1974-01-01,45.5
DNK,Denmark,1974-01-01,24.3
ESP,Spain,1974-01-01,12.0
FIN,Finland,1974-01-01,29.1
GBR,United Kingdom,1974-01-01,12.1
GTM,Guatemala,1974-01-01,34.1
IND,India,1974-01-01,7.4
IRL,Ireland,1974-01-01,22.1
JPN,Japan,1974-01-01,80.7
KOR,"Korea, Rep.",1974-01-01,11.6
NLD,Netherlands,1974-01-01,44.9
NLD,Netherlands,1974-01-01,44.9
SGP,Singapore,1974-01-01,131.4
SWE,Sweden,1974-01-01,18.4
THA,Thailand,1974-01-01,17.6
USA,United States,1974-01-01,27.1
ZAF,South Africa,1974-01-01,1.3
BEL,Belgium,1974-02-01,36.0
CAF,Central African Republic,1974-02-01,14.2
CAN,Canada,1974-02-01,25.7
CHE,Switzerland,1974-02-01,69.3
COG,"Congo, Rep.",1974-02-01,27.8
COL,Colombia,1974-02-01,0.4
DEU,Germany,1974-02-01,46.8
DNK,Denmark,1974-02-01,24.4
ESP,Spain,1974-02-01,12.2
FIN,Finland,1974-02-01,29.8
GBR,United Kingdom,1974-02-01,12.5
GTM,Guatemala,1974-02-01,35.4
IND,India,1974-02-01,7.6
IRL,Ireland,1974-02-01,22.1
JPN,Japan,1974-02-01,82.2
KOR,"Korea, Rep.",1974-02-01,13.3
NLD,Netherlands,1974-02-01,45.2
NLD,Netherlands,1974-02-01,45.2
SGP,Singapore,1974-02-01,133.0
SWE,Sweden,1974-02-01,19.3
THA,Thailand,1974-02-01,18.1
USA,United States,1974-02-01,27.7
ZAF,South Africa,1974-02-01,1.4
BEL,Belgium,1974-03-01,36.2
CAF,Central African Republic,1974-03-01,14.5
CAN,Canada,1974-03-01,26.0
CHE,Switzerland,1974-03-01,72.2
COG,"Congo, Rep.",1974-03-01,27.5
COL,Colombia,1974-03-01,0.4
DEU,Germany,1974-03-01,47.4
DNK,Denmark,1974-03-01,25.0
ESP,Spain,1974-03-01,12.8
FIN,Finland,1974-03-01,30.4
GBR,United Kingdom,1974-03-01,12.9
GTM,Guatemala,1974-03-01,35.6
IND,India,1974-03-01,7.9
IRL,Ireland,1974-03-01,22.7
JPN,Japan,1974-03-01,82.8
KOR,"Korea, Rep.",1974-03-01,13.7
NLD,Netherlands,1974-03-01,45.6
NLD,Netherlands,1974-03-01,45.6
SGP,Singapore,1974-03-01,132.5
SWE,Sweden,1974-03-01,19.9
THA,Thailand,1974-03-01,19.0
USA,United States,1974-03-01,28.0
ZAF,South Africa,1974-03-01,1.4
BEL,Belgium,1974-04-01,37.1
CAF,Central African Republic,1974-04-01,14.5
CAN,Canada,1974-04-01,26.7
CHE,Switzerland,1974-04-01,72.5
COG,"Congo, Rep.",1974-04-01,28.1
COL,Colombia,1974-04-01,0.4
DEU,Germany,1974-04-01,47.8
DNK,Denmark,1974-04-01,25.0
ESP,Spain,1974-04-01,13.1
FIN,Finland,1974-04-01,31.0
GBR,United Kingdom,1974-04-01,13.1
GTM,Guatemala,1974-04-01,36.0
IND,India,1974-04-01,8.1
IRL,Ireland,1974-04-01,23.2
JPN,Japan,1974-04-01,83.3
KOR,"Korea, Rep.",1974-04-01,14.3
NLD,Netherlands,1974-04-01,45.6
NLD,Netherlands,1974-04-01,45.6
SGP,Singapore,1974-04-01,132.6
SWE,Sweden,1974-04-01,20.3
THA,Thailand,1974-04-01,19.1
USA,United States,1974-04-01,28.3
ZAF,South Africa,1974-04-01,1.5
BEL,Belgium,1974-05-01,37.2
CAF,Central African Republic,1974-05-01,14.7
CAN,Canada,1974-05-01,27.0
CHE,Switzerland,1974-05-01,73.3
COG,"Congo, Rep.",1974-05-01,29.3
COL,Colombia,1974-05-01,0.4
DEU,Germany,1974-05-01,48.3
DNK,Denmark,1974-05-01,25.0
ESP,Spain,1974-05-01,13.4
FIN,Finland,1974-05-01,31.4
GBR,United Kingdom,1974-05-01,13.3
GTM,Guatemala,1974-05-01,37.0
IND,India,1974-05-01,8.3
IRL,Ireland,1974-05-01,23.4
JPN,Japan,1974-05-01,83.5
KOR,"Korea, Rep.",1974-05-01,14.4
NLD,Netherlands,1974-05-01,45.6
NLD,Netherlands,1974-05-01,45.6
SGP,Singapore,1974-05-01,132.7
SWE,Sweden,1974-05-01,20.3
THA,Thailand,1974-05-01,19.3
USA,United States,1974-05-01,28.7
ZAF,South Africa,1974-05-01,1.5
BEL,Belgium,1974-06-01,37.2
CAF,Central African Republic,1974-06-01,14.7
CAN,Canada,1974-06-01,27.2
CHE,Switzerland,1974-06-01,73.6
COG,"Congo, Rep.",1974-06-01,30.1
COL,Colombia,1974-06-01,0.4
DEU,Germany,1974-06-01,48.4
DNK,Denmark,1974-06-01,25.3
ESP,Spain,1974-06-01,13.4
FIN,Finland,1974-06-01,31.5
GBR,United Kingdom,1974-06-01,13.5
GTM,Guatemala,1974-06-01,39.5
IND,India,1974-06-01,8.5
IRL,Ireland,1974-06-01,23.1
JPN,Japan,1974-06-01,83.9
KOR,"Korea, Rep.",1974-06-01,14.5
NLD,Netherlands,1974-06-01,45.6
NLD,Netherlands,1974-06-01,45.6
SGP,Singapore,1974-06-01,131.4
SWE,Sweden,1974-06-01,20.4
THA,Thailand,1974-06-01,19.4
USA,United States,1974-06-01,28.8
ZAF,South Africa,1974-06-01,1.5
BEL,Belgium,1974-07-01,37.2
CAF,Central African Republic,1974-07-01,14.8
CAN,Canada,1974-07-01,27.8
CHE,Switzerland,1974-07-01,74.0
COG,"Congo, Rep.",1974-07-01,30.8
COL,Colombia,1974-07-01,0.4
DEU,Germany,1974-07-01,48.9
DNK,Denmark,1974-07-01,25.6
ESP,Spain,1974-07-01,13.4
FIN,Finland,1974-07-01,32.2
GBR,United Kingdom,1974-07-01,13.7
GTM,Guatemala,1974-07-01,40.6
IND,India,1974-07-01,8.8
IRL,Ireland,1974-07-01,23.4
JPN,Japan,1974-07-01,84.4
KOR,"Korea, Rep.",1974-07-01,14.7
NLD,Netherlands,1974-07-01,46.0
NLD,Netherlands,1974-07-01,46.0
SGP,Singapore,1974-07-01,130.0
SWE,Sweden,1974-07-01,20.8
THA,Thailand,1974-07-01,19.6
USA,United States,1974-07-01,29.9
ZAF,South Africa,1974-07-01,1.5
BEL,Belgium,1974-08-01,37.3
CAF,Central African Republic,1974-08-01,14.9
CAN,Canada,1974-08-01,28.3
CHE,Switzerland,1974-08-01,73.9
COG,"Congo, Rep.",1974-08-01,30.5
COL,Colombia,1974-08-01,0.4
DEU,Germany,1974-08-01,49.1
DNK,Denmark,1974-08-01,25.6
ESP,Spain,1974-08-01,13.6
FIN,Finland,1974-08-01,32.6
GBR,United Kingdom,1974-08-01,13.9
GTM,Guatemala,1974-08-01,41.4
IND,India,1974-08-01,9.0
IRL,Ireland,1974-08-01,23.5
JPN,Japan,1974-08-01,84.6
KOR,"Korea, Rep.",1974-08-01,14.8
NLD,Netherlands,1974-08-01,46.6
NLD,Netherlands,1974-08-01,46.6
SGP,Singapore,1974-08-01,130.8
SWE,Sweden,1974-08-01,20.9
THA,Thailand,1974-08-01,19.8
USA,United States,1974-08-01,31.0
ZAF,South Africa,1974-08-01,1.5
BEL,Belgium,1974-09-01,37.6
CAF,Central African Republic,1974-09-01,15.1
CAN,Canada,1974-09-01,28.4
CHE,Switzerland,1974-09-01,74.7
COG,"Congo, Rep.",1974-09-01,30.2
COL,Colombia,1974-09-01,0.4
DEU,Germany,1974-09-01,49.3
DNK,Denmark,1974-09-01,26.1
ESP,Spain,1974-09-01,13.6
FIN,Finland,1974-09-01,33.2
GBR,United Kingdom,1974-09-01,14.0
GTM,Guatemala,1974-09-01,40.0
IND,India,1974-09-01,9.0
IRL,Ireland,1974-09-01,23.6
JPN,Japan,1974-09-01,84.6
KOR,"Korea, Rep.",1974-09-01,14.8
NLD,Netherlands,1974-09-01,46.9
NLD,Netherlands,1974-09-01,46.9
SGP,Singapore,1974-09-01,128.4
SWE,Sweden,1974-09-01,20.9
THA,Thailand,1974-09-01,19.8
USA,United States,1974-09-01,30.9
ZAF,South Africa,1974-09-01,1.5
BEL,Belgium,1974-10-01,37.6
CAF,Central African Republic,1974-10-01,15.3
CAN,Canada,1974-10-01,28.9
CHE,Switzerland,1974-10-01,75.0
COG,"Congo, Rep.",1974-10-01,30.0
COL,Colombia,1974-10-01,0.5
DEU,Germany,1974-10-01,49.7
DNK,Denmark,1974-10-01,26.4
ESP,Spain,1974-10-01,13.7
FIN,Finland,1974-10-01,33.8
GBR,United Kingdom,1974-10-01,14.3
GTM,Guatemala,1974-10-01,41.6
IND,India,1974-10-01,9.0
IRL,Ireland,1974-10-01,23.6
JPN,Japan,1974-10-01,85.1
KOR,"Korea, Rep.",1974-10-01,14.8
NLD,Netherlands,1974-10-01,47.2
NLD,Netherlands,1974-10-01,47.2
SGP,Singapore,1974-10-01,127.8
SWE,Sweden,1974-10-01,21.0
THA,Thailand,1974-10-01,19.8
USA,United States,1974-10-01,31.5
ZAF,South Africa,1974-10-01,1.5
BEL,Belgium,1974-11-01,37.5
CAF,Central African Republic,1974-11-01,16.0
CAN,Canada,1974-11-01,29.3
CHE,Switzerland,1974-11-01,75.3
COG,"Congo, Rep.",1974-11-01,30.3
COL,Colombia,1974-11-01,0.5
DEU,Germany,1974-11-01,49.8
DNK,Denmark,1974-11-01,26.2
ESP,Spain,1974-11-01,13.7
FIN,Finland,1974-11-01,33.9
GBR,United Kingdom,1974-11-01,14.6
GTM,Guatemala,1974-11-01,41.8
IND,India,1974-11-01,8.9
IRL,Ireland,1974-11-01,24.4
JPN,Japan,1974-11-01,85.5
KOR,"Korea, Rep.",1974-11-01,15.2
NLD,Netherlands,1974-11-01,47.3
NLD,Netherlands,1974-11-01,47.3
SGP,Singapore,1974-11-01,125.2
SWE,Sweden,1974-11-01,21.2
THA,Thailand,1974-11-01,19.8
USA,United States,1974-11-01,31.8
ZAF,South Africa,1974-11-01,1.5
BEL,Belgium,1974-12-01,37.3
CAF,Central African Republic,1974-12-01,16.1
CAN,Canada,1974-12-01,29.3
CHE,Switzerland,1974-12-01,75.1
COG,"Congo, Rep.",1974-12-01,31.2
COL,Colombia,1974-12-01,0.5
DEU,Germany,1974-12-01,49.8
DNK,Denmark,1974-12-01,26.4
ESP,Spain,1974-12-01,13.7
FIN,Finland,1974-12-01,33.9
GBR,United Kingdom,1974-12-01,14.9
GTM,Guatemala,1974-12-01,43.5
IND,India,1974-12-01,8.8
IRL,Ireland,1974-12-01,26.2
JPN,Japan,1974-12-01,85.7
KOR,"Korea, Rep.",1974-12-01,16.0
NLD,Netherlands,1974-12-01,47.5
NLD,Netherlands,1974-12-01,47.5
SGP,Singapore,1974-12-01,126.5
SWE,Sweden,1974-12-01,21.2
THA,Thailand,1974-12-01,19.6
USA,United States,1974-12-01,31.7
ZAF,South Africa,1974-12-01,1.5
BEL,Belgium,1975-01-01,37.2
CAF,Central African Republic,1975-01-01,17.1
CAN,Canada,1975-01-01,29.7
CHE,Switzerland,1975-01-01,75.1
COG,"Congo, Rep.",1975-01-01,31.0
COL,Colombia,1975-01-01,0.5
DEU,Germany,1975-01-01,50.3
DNK,Denmark,1975-01-01,26.7
ESP,Spain,1975-01-01,13.9
FIN,Finland,1975-01-01,34.6
GBR,United Kingdom,1975-01-01,15.4
GTM,Guatemala,1975-01-01,41.5
IND,India,1975-01-01,8.8
IRL,Ireland,1975-01-01,27.0
JPN,Japan,1975-01-01,85.7
KOR,"Korea, Rep.",1975-01-01,17.0
NLD,Netherlands,1975-01-01,48.0
NLD,Netherlands,1975-01-01,48.0
SGP,Singapore,1975-01-01,125.9
SWE,Sweden,1975-01-01,21.5
THA,Thailand,1975-01-01,19.7
USA,United States,1975-01-01,31.8
ZAF,South Africa,1975-01-01,1.6
BEL,Belgium,1975-02-01,36.9
CAF,Central African Republic,1975-02-01,17.2
CAN,Canada,1975-02-01,29.9
CHE,Switzerland,1975-02-01,75.4
COG,"Congo, Rep.",1975-02-01,31.7
COL,Colombia,1975-02-01,0.5
DEU,Germany,1975-02-01,50.4
DNK,Denmark,1975-02-01,26.5
ESP,Spain,1975-02-01,14.2
FIN,Finland,1975-02-01,34.7
GBR,United Kingdom,1975-02-01,15.5
GTM,Guatemala,1975-02-01,41.6
IND,India,1975-02-01,8.8
IRL,Ireland,1975-02-01,27.7
JPN,Japan,1975-02-01,85.4
KOR,"Korea, Rep.",1975-02-01,17.2
NLD,Netherlands,1975-02-01,48.1
NLD,Netherlands,1975-02-01,48.1
SGP,Singapore,1975-02-01,124.5
SWE,Sweden,1975-02-01,21.6
THA,Thailand,1975-02-01,19.7
USA,United States,1975-02-01,31.7
ZAF,South Africa,1975-02-01,1.6
BEL,Belgium,1975-03-01,37.0
CAF,Central African Republic,1975-03-01,17.4
CAN,Canada,1975-03-01,29.9
CHE,Switzerland,1975-03-01,74.6
COG,"Congo, Rep.",1975-03-01,31.8
COL,Colombia,1975-03-01,0.5
DEU,Germany,1975-03-01,50.3
DNK,Denmark,1975-03-01,26.4
ESP,Spain,1975-03-01,14.3
FIN,Finland,1975-03-01,35.0
GBR,United Kingdom,1975-03-01,15.9
GTM,Guatemala,1975-03-01,42.1
IND,India,1975-03-01,8.7
IRL,Ireland,1975-03-01,29.0
JPN,Japan,1975-03-01,85.1
KOR,"Korea, Rep.",1975-03-01,17.3
NLD,Netherlands,1975-03-01,48.1
NLD,Netherlands,1975-03-01,48.1
SGP,Singapore,1975-03-01,123.9
SWE,Sweden,1975-03-01,21.5
THA,Thailand,1975-03-01,19.6
USA,United States,1975-03-01,31.5
ZAF,South Africa,1975-03-01,1.6
BEL,Belgium,1975-04-01,37.1
CAF,Central African Republic,1975-04-01,17.6
CAN,Canada,1975-04-01,30.1
CHE,Switzerland,1975-04-01,74.5
COG,"Congo, Rep.",1975-04-01,32.1
COL,Colombia,1975-04-01,0.5
DEU,Germany,1975-04-01,50.5
DNK,Denmark,1975-04-01,26.5
ESP,Spain,1975-04-01,14.4
FIN,Finland,1975-04-01,35.7
GBR,United Kingdom,1975-04-01,16.2
GTM,Guatemala,1975-04-01,42.7
IND,India,1975-04-01,8.8
IRL,Ireland,1975-04-01,29.5
JPN,Japan,1975-04-01,85.4
KOR,"Korea, Rep.",1975-04-01,17.7
NLD,Netherlands,1975-04-01,48.4
NLD,Netherlands,1975-04-01,48.4
SGP,Singapore,1975-04-01,123.2
SWE,Sweden,1975-04-01,21.6
THA,Thailand,1975-04-01,19.8
USA,United States,1975-04-01,31.9
ZAF,South Africa,1975-04-01,1.7
BEL,Belgium,1975-05-01,37.0
CAF,Central African Republic,1975-05-01,17.6
CAN,Canada,1975-05-01,30.4
CHE,Switzerland,1975-05-01,74.4
COG,"Congo, Rep.",1975-05-01,33.2
COL,Colombia,1975-05-01,0.5
DEU,Germany,1975-05-01,50.6
DNK,Denmark,1975-05-01,26.5
ESP,Spain,1975-05-01,14.4
FIN,Finland,1975-05-01,35.7
GBR,United Kingdom,1975-05-01,16.5
GTM,Guatemala,1975-05-01,43.3
IND,India,1975-05-01,8.9
IRL,Ireland,1975-05-01,29.7
JPN,Japan,1975-05-01,85.5
KOR,"Korea, Rep.",1975-05-01,18.1
NLD,Netherlands,1975-05-01,48.5
