Country Code,Country,Date,Food_Price_Index
TTO,Trinidad and Tobago,2018-01-01,115.4
TUN,Tunisia,2018-01-01,114.4
TUR,Turkey,2018-01-01,128.9
TWN,"Taiwan, China",2018-01-01,94.46
TZA,"Tanzania, United Rep.",2018-01-01,92.83
UGA,Uganda,2018-01-01,104.34
UKR,Ukraine,2018-01-01,218.4
URY,Uruguay,2018-01-01,64.23
USA,United States,2018-01-01,98.8
VCT,St. Vincent and the Grenadines,2018-01-01,116.2
VEN,"Venezuela, RB",2018-01-01,0.8
VNM,Vietnam,2018-01-01,93.2
VUT,Vanuatu,2018-01-01,174.5
WSM,Samoa,2018-01-01,107.9
XKX,Kosovo,2018-01-01,102.3
ZAF,South Africa,2018-01-01,122.3
ZMB,Zambia,2018-01-01,200.65
AGO,Angola,2018-04-01,60.0
AIA,Anguilla,2018-04-01,112.1
ALB,Albania,2018-04-01,94.7
ARE,United Arab Emirates,2018-04-01,97.25
ARG,Argentina,2018-04-01,135.1
ARM,Armenia,2018-04-01,100.7
AUS,Australia,2018-04-01,99.9
AUT,Austria,2018-04-01,104.7
AZE,Azerbaijan,2018-04-01,294.7
BDI,Burundi,2018-04-01,112.7
BEL,Belgium,2018-04-01,106.4
BEN,Benin,2018-04-01,106.1
BFA,Burkina Faso,2018-04-01,110.2
BGD,Bangladesh,2018-04-01,79.9
BGD,Bangladesh,2018-04-01,272.22
BGR,Bulgaria,2018-04-01,5780.5
BHR,Bahrain,2018-04-01,98.9
BIH,Bosnia and Herzegovina,2018-04-01,101.8
BLR,Belarus,2018-04-01,68.8
BLZ,Belize,2018-04-01,97.4
BOL,Bolivia,2018-04-01,100.9
BRA,Brazil,2018-04-01,113.412
BRB,Barbados,2018-04-01,69.1
BRN,Brunei Darussalam,2018-04-01,102.3
BTN,Bhutan,2018-04-01,96.3
BWA,Botswana,2018-04-01,100.5
CAN,Canada,2018-04-01,100.6
CHE,Switzerland,2018-04-01,102.1
CHL,Chile,2018-04-01,108.4
CHN,China,2018-04-01,103.8
CIV,C̫te d'Ivoire,2018-04-01,112.5
CMR,Cameroon,2018-04-01,112.1
COG,"Congo, Rep.",2018-04-01,100.7
COL,Colombia,2018-04-01,98.8
COL,Colombia,2018-04-01,115.4
CPV,Cabo Verde,2018-04-01,99.6
CRI,Costa Rica,2018-04-01,101.9
CYP,Cyprus,2018-04-01,100.1
CZE,Czech Republic,2018-04-01,105.8
DEU,Germany,2018-04-01,106.1
DJI,Djibouti,2018-04-01,114.4
DMA,Dominica,2018-04-01,113.5
DNK,Denmark,2018-04-01,102.9
DOM,Dominican Republic,2018-04-01,92.6
DZA,Algeria,2018-04-01,217.1
ECU,Ecuador,2018-04-01,104.5
EGY,"Egypt, Arab Rep.",2018-04-01,90.1
ESP,Spain,2018-04-01,104.4
EST,Estonia,2018-04-01,109.0
ETH,Ethiopia,2018-04-01,123.1
FIN,Finland,2018-04-01,99.6
FJI,Fiji,2018-04-01,115.3
FRA,France,2018-04-01,103.4
FRO,Faroe Islands,2018-04-01,128.6
GAB,Gabon,2018-04-01,97.8
GBR,United Kingdom,2018-04-01,101.9
GEO,Georgia,2018-04-01,133.8
GHA,Ghana,2018-04-01,76.1
GIN,Guinea,2018-04-01,88.9
GMB,"Gambia, The",2018-04-01,89.1
GNB,Guinea-Bissau,2018-04-01,106.3
GNQ,Equatorial Guinea,2018-04-01,139.9
GRC,Greece,2018-04-01,100.1
GRD,Grenada,2018-04-01,116.0
GTM,Guatemala,2018-04-01,185.7
HKG,"Hong Kong SAR, China",2018-04-01,92.4
HND,Honduras,2018-04-01,272.2
HRV,Croatia,2018-04-01,103.7
HTI,Haiti,2018-04-01,101.4
HUN,Hungary,2018-04-01,107.2
IDN,Indonesia,2018-04-01,86.23
IND,India,2018-04-01,139.6
IRL,Ireland,2018-04-01,94.6
IRN,"Iran, Islamic Rep.",2018-04-01,120.5
IRQ,Iraq,2018-04-01,96.7
ISL,Iceland,2018-04-01,100.4
ISR,Israel,2018-04-01,99.2
ITA,Italy,2018-04-01,103.8
JAM,Jamaica,2018-04-01,91.1
JOR,Jordan,2018-04-01,100.0
JPN,Japan,2018-04-01,102.8
KEN,Kenya,2018-04-01,102.2
KGZ,Kyrgyz Republic,2018-04-01,239.6
KHM,Cambodia,2018-04-01,211.9
KNA,St. Kitts and Nevis,2018-04-01,100.1
KOR,"Korea, Rep.",2018-04-01,106.7
KWT,Kuwait,2018-04-01,107.0
LAO,"Lao, PDR",2018-04-01,103.4
LBN,Lebanon,2018-04-01,107.0
LCA,St. Lucia,2018-04-01,101.0
LKA,Sri Lanka,2018-04-01,101.8
LSO,Lesotho,2018-04-01,108.4
LTU,Lithuania,2018-04-01,107.0
LUX,Luxembourg,2018-04-01,106.4
LVA,Latvia,2018-04-01,107.6
MAC,"Macao SAR, China",2018-04-01,98.6
MAR,Morocco,2018-04-01,103.4
MDA,"Moldova, Rep.",2018-04-01,3040.2
MDG,Madagascar,2018-04-01,120.4
MDV,Maldives,2018-04-01,88.69
MEX,Mexico,2018-04-01,115.5
MKD,North Macedonia,2018-04-01,111.9
MLI,Mali,2018-04-01,97.1
MLT,Malta,2018-04-01,101.25
MMR,Myanmar,2018-04-01,152.1
MNE,Montenegro,2018-04-01,100.9
MNG,Mongolia,2018-04-01,87.2
MOZ,Mozambique,2018-04-01,117.3
MRT,Mauritania,2018-04-01,96.6
MUS,Mauritius,2018-04-01,107.2
MWI,Malawi,2018-04-01,58.4
MYS,Malaysia,2018-04-01,130.6
NAM,Namibia,2018-04-01,141.4
NCL,New Caledonia,2018-04-01,98.3
NER,Niger,2018-04-01,103.0
NGA,Nigeria,2018-04-01,272.9
NIC,Nicaragua,2018-04-01,241.2
NIU,Niue,2018-04-01,100.0
NLD,Netherlands,2018-04-01,104.2
NOR,Norway,2018-04-01,104.0
NPL,Nepal,2018-04-01,114.2
NZL,New Zealand,2018-04-01,101.7
OMN,Oman,2018-04-01,99.3
PAK,Pakistan,2018-04-01,108.5
PAN,Panama,2018-04-01,101.0667
PHL,Philippines,2018-04-01,98.3
PNG,Papua New Guinea,2018-04-01,117.4
POL,Poland,2018-04-01,108.4
PRT,Portugal,2018-04-01,102.9
PRY,Paraguay,2018-04-01,99.7
QAT,Qatar,2018-04-01,99.2
ROU,Romania,2018-04-01,108.398
RUS,Russian Federation,2018-04-01,109.7391
RWA,Rwanda,2018-04-01,130.4
SAU,Saudi Arabia,2018-04-01,99.45
SAU,Saudi Arabia,2018-04-01,103.5
SDN,Sudan,2018-04-01,1209.6
SEN,Senegal,2018-04-01,102.6
SGP,Singapore,2018-04-01,98.333
SHN,Saint Helena,2018-04-01,101.9
SLE,Sierra Leone,2018-04-01,65.4
SLV,El Salvador,2018-04-01,119.5
SRB,Serbia,2018-04-01,201.9
SVK,Slovakia,2018-04-01,105.6
SVN,Slovenia,2018-04-01,106.7
SWE,Sweden,2018-04-01,105.5
SYC,Seychelles,2018-04-01,109.2
TCD,Chad,2018-04-01,90.7
TGO,Togo,2018-04-01,113.0
THA,Thailand,2018-04-01,97.5
TTO,Trinidad and Tobago,2018-04-01,113.3
TUN,Tunisia,2018-04-01,116.2
TUR,Turkey,2018-04-01,135.3
TWN,"Taiwan, China",2018-04-01,94.4
TZA,"Tanzania, United Rep.",2018-04-01,93.04
UGA,Uganda,2018-04-01,105.47
UKR,Ukraine,2018-04-01,221.7
URY,Uruguay,2018-04-01,65.21
USA,United States,2018-04-01,98.9
VCT,St. Vincent and the Grenadines,2018-04-01,116.7
VEN,"Venezuela, RB",2018-04-01,4.5
VNM,Vietnam,2018-04-01,94.0
VUT,Vanuatu,2018-04-01,176.1
WSM,Samoa,2018-04-01,111.8
XKX,Kosovo,2018-04-01,102.2
ZAF,South Africa,2018-04-01,122.8
ZMB,Zambia,2018-04-01,205.92
AGO,Angola,2018-07-01,62.5
AIA,Anguilla,2018-07-01,113.9
ALB,Albania,2018-07-01,93.7
ARE,United Arab Emirates,2018-07-01,97.58
ARG,Argentina,2018-07-01,154.3
ARM,Armenia,2018-07-01,103.5
AUS,Australia,2018-07-01,100.5
AUT,Austria,2018-07-01,104.6
AZE,Azerbaijan,2018-07-01,286.9
BDI,Burundi,2018-07-01,106.5
BEL,Belgium,2018-07-01,105.4
BEN,Benin,2018-07-01,103.7
BFA,Burkina Faso,2018-07-01,112.6
BGD,Bangladesh,2018-07-01,82.4
BGD,Bangladesh,2018-07-01,275.72
BGR,Bulgaria,2018-07-01,5796.3
BHR,Bahrain,2018-07-01,100.4
BIH,Bosnia and Herzegovina,2018-07-01,99.9
BLR,Belarus,2018-07-01,68.4
BLZ,Belize,2018-07-01,97.2
BOL,Bolivia,2018-07-01,101.2
BRA,Brazil,2018-07-01,115.625
BRB,Barbados,2018-07-01,69.3
BRN,Brunei Darussalam,2018-07-01,102.5
BTN,Bhutan,2018-07-01,96.1
BWA,Botswana,2018-07-01,100.1
CAN,Canada,2018-07-01,100.9
CHE,Switzerland,2018-07-01,103.0
CHL,Chile,2018-07-01,109.4
CHN,China,2018-07-01,105.1
CIV,C̫te d'Ivoire,2018-07-01,112.8
CMR,Cameroon,2018-07-01,112.1
COL,Colombia,2018-07-01,99.4
COL,Colombia,2018-07-01,114.6
CPV,Cabo Verde,2018-07-01,99.8
CRI,Costa Rica,2018-07-01,102.2
CYP,Cyprus,2018-07-01,102.4
CZE,Czech Republic,2018-07-01,104.7
DEU,Germany,2018-07-01,105.7
DJI,Djibouti,2018-07-01,115.0
DMA,Dominica,2018-07-01,113.4
DNK,Denmark,2018-07-01,103.1
DOM,Dominican Republic,2018-07-01,91.5
DZA,Algeria,2018-07-01,213.6
ECU,Ecuador,2018-07-01,105.3
EGY,"Egypt, Arab Rep.",2018-07-01,96.7
ESP,Spain,2018-07-01,104.2
EST,Estonia,2018-07-01,109.0
ETH,Ethiopia,2018-07-01,128.2
FIN,Finland,2018-07-01,99.8
FJI,Fiji,2018-07-01,111.6
FRA,France,2018-07-01,104.1
FRO,Faroe Islands,2018-07-01,128.9
GAB,Gabon,2018-07-01,99.2
GBR,United Kingdom,2018-07-01,101.8
GEO,Georgia,2018-07-01,130.9
GHA,Ghana,2018-07-01,76.7
GIN,Guinea,2018-07-01,91.2
GMB,"Gambia, The",2018-07-01,90.6
GNB,Guinea-Bissau,2018-07-01,106.6
GNQ,Equatorial Guinea,2018-07-01,143.3
GRC,Greece,2018-07-01,100.7
GRD,Grenada,2018-07-01,116.3
GTM,Guatemala,2018-07-01,190.9
HKG,"Hong Kong SAR, China",2018-07-01,92.8
HND,Honduras,2018-07-01,273.4
HRV,Croatia,2018-07-01,103.6
HTI,Haiti,2018-07-01,105.8
HUN,Hungary,2018-07-01,107.0
IDN,Indonesia,2018-07-01,86.43
IND,India,2018-07-01,139.4
IRL,Ireland,2018-07-01,94.4
IRN,"Iran, Islamic Rep.",2018-07-01,138.3
IRQ,Iraq,2018-07-01,97.1
ISL,Iceland,2018-07-01,101.2
ISR,Israel,2018-07-01,101.0
ITA,Italy,2018-07-01,103.0
JAM,Jamaica,2018-07-01,91.9
JOR,Jordan,2018-07-01,100.4
JPN,Japan,2018-07-01,104.4
KEN,Kenya,2018-07-01,98.4
KGZ,Kyrgyz Republic,2018-07-01,231.7
KHM,Cambodia,2018-07-01,212.7
KNA,St. Kitts and Nevis,2018-07-01,100.6
KOR,"Korea, Rep.",2018-07-01,110.8
KWT,Kuwait,2018-07-01,108.3
LAO,"Lao, PDR",2018-07-01,105.2
LBN,Lebanon,2018-07-01,108.2
LCA,St. Lucia,2018-07-01,101.5
LKA,Sri Lanka,2018-07-01,101.6
LSO,Lesotho,2018-07-01,109.3
LTU,Lithuania,2018-07-01,105.5
LUX,Luxembourg,2018-07-01,107.1
LVA,Latvia,2018-07-01,106.3
MAC,"Macao SAR, China",2018-07-01,99.1
MAR,Morocco,2018-07-01,101.3
MDA,"Moldova, Rep.",2018-07-01,2963.52
MDG,Madagascar,2018-07-01,121.7
MDV,Maldives,2018-07-01,90.95
MEX,Mexico,2018-07-01,117.3
MKD,North Macedonia,2018-07-01,110.8
MLI,Mali,2018-07-01,103.2
MLT,Malta,2018-07-01,102.93
MMR,Myanmar,2018-07-01,157.0
MNE,Montenegro,2018-07-01,101.9
MNG,Mongolia,2018-07-01,85.1
MOZ,Mozambique,2018-07-01,114.4
MRT,Mauritania,2018-07-01,98.4
MUS,Mauritius,2018-07-01,101.5
MWI,Malawi,2018-07-01,59.9
MYS,Malaysia,2018-07-01,130.2
NAM,Namibia,2018-07-01,141.6
NCL,New Caledonia,2018-07-01,97.4
NER,Niger,2018-07-01,103.1
NGA,Nigeria,2018-07-01,284.4
NIC,Nicaragua,2018-07-01,238.9
NIU,Niue,2018-07-01,102.0
NLD,Netherlands,2018-07-01,104.7
NOR,Norway,2018-07-01,106.9
NPL,Nepal,2018-07-01,118.2
NZL,New Zealand,2018-07-01,102.3
OMN,Oman,2018-07-01,101.1
PAK,Pakistan,2018-07-01,110.1
PAN,Panama,2018-07-01,101.4737
PHL,Philippines,2018-07-01,101.7
PNG,Papua New Guinea,2018-07-01,118.3
POL,Poland,2018-07-01,107.1
PRT,Portugal,2018-07-01,103.3
PRY,Paraguay,2018-07-01,98.2
QAT,Qatar,2018-07-01,100.2
ROU,Romania,2018-07-01,109.575
RUS,Russian Federation,2018-07-01,111.4766
RWA,Rwanda,2018-07-01,126.3
SAU,Saudi Arabia,2018-07-01,100.24
SAU,Saudi Arabia,2018-07-01,104.8
SDN,Sudan,2018-07-01,1437.1
SEN,Senegal,2018-07-01,109.2
SGP,Singapore,2018-07-01,98.711
SHN,Saint Helena,2018-07-01,102.0
SLE,Sierra Leone,2018-07-01,68.3
SLV,El Salvador,2018-07-01,120.5
SRB,Serbia,2018-07-01,199.2
SUR,Suriname,2018-07-01,151.0
SVK,Slovakia,2018-07-01,104.8
SVN,Slovenia,2018-07-01,105.8
SWE,Sweden,2018-07-01,106.4
SYC,Seychelles,2018-07-01,108.1
TCD,Chad,2018-07-01,88.9
TGO,Togo,2018-07-01,108.1
THA,Thailand,2018-07-01,97.7
TTO,Trinidad and Tobago,2018-07-01,113.2
TUN,Tunisia,2018-07-01,116.0
TUR,Turkey,2018-07-01,143.9
TWN,"Taiwan, China",2018-07-01,95.83
TZA,"Tanzania, United Rep.",2018-07-01,92.85
UGA,Uganda,2018-07-01,102.4
UKR,Ukraine,2018-07-01,216.6
URY,Uruguay,2018-07-01,67.09
USA,United States,2018-07-01,99.1
VCT,St. Vincent and the Grenadines,2018-07-01,115.9
VEN,"Venezuela, RB",2018-07-01,29.4
VNM,Vietnam,2018-07-01,96.0
VUT,Vanuatu,2018-07-01,178.1
WSM,Samoa,2018-07-01,115.1
XKX,Kosovo,2018-07-01,102.2
ZAF,South Africa,2018-07-01,123.1
ZMB,Zambia,2018-07-01,211.06
AGO,Angola,2018-10-01,65.6
AIA,Anguilla,2018-10-01,116.9
ALB,Albania,2018-10-01,93.6
ARE,United Arab Emirates,2018-10-01,97.72
ARG,Argentina,2018-10-01,177.9
ARM,Armenia,2018-10-01,104.3
AUS,Australia,2018-10-01,102.7
AUT,Austria,2018-10-01,105.1
AZE,Azerbaijan,2018-10-01,292.5
BDI,Burundi,2018-10-01,101.1
BEL,Belgium,2018-10-01,105.9
BEN,Benin,2018-10-01,102.2
BFA,Burkina Faso,2018-10-01,107.6
BGD,Bangladesh,2018-10-01,84.3
BGD,Bangladesh,2018-10-01,278.46
BGR,Bulgaria,2018-10-01,5850.7
BHR,Bahrain,2018-10-01,99.5
BIH,Bosnia and Herzegovina,2018-10-01,99.5
BLR,Belarus,2018-10-01,70.4
BLZ,Belize,2018-10-01,97.1
BOL,Bolivia,2018-10-01,102.1
BRA,Brazil,2018-10-01,116.54
BRB,Barbados,2018-10-01,71.6
BRN,Brunei Darussalam,2018-10-01,102.2
BTN,Bhutan,2018-10-01,98.3
BWA,Botswana,2018-10-01,100.3
CAN,Canada,2018-10-01,101.1
CHE,Switzerland,2018-10-01,102.3
CHL,Chile,2018-10-01,110.6
CHN,China,2018-10-01,106.3
CIV,C̫te d'Ivoire,2018-10-01,110.5
CMR,Cameroon,2018-10-01,114.1
COL,Colombia,2018-10-01,100.8
COL,Colombia,2018-10-01,114.9
CPV,Cabo Verde,2018-10-01,100.5
CRI,Costa Rica,2018-10-01,102.6
CYP,Cyprus,2018-10-01,100.9
CZE,Czech Republic,2018-10-01,105.4
DEU,Germany,2018-10-01,106.0
DJI,Djibouti,2018-10-01,115.7
DMA,Dominica,2018-10-01,113.7
DNK,Denmark,2018-10-01,102.9
DOM,Dominican Republic,2018-10-01,91.5
DZA,Algeria,2018-10-01,215.6
ECU,Ecuador,2018-10-01,106.3
EGY,"Egypt, Arab Rep.",2018-10-01,101.5
ESP,Spain,2018-10-01,105.1
EST,Estonia,2018-10-01,109.2
ETH,Ethiopia,2018-10-01,128.3
FIN,Finland,2018-10-01,100.3
FJI,Fiji,2018-10-01,112.7
FRA,France,2018-10-01,104.5
FRO,Faroe Islands,2018-10-01,128.8
GAB,Gabon,2018-10-01,99.9
GBR,United Kingdom,2018-10-01,101.9
GEO,Georgia,2018-10-01,133.6
GHA,Ghana,2018-10-01,76.4
GIN,Guinea,2018-10-01,93.4
GMB,"Gambia, The",2018-10-01,91.8
GNB,Guinea-Bissau,2018-10-01,107.9
GNQ,Equatorial Guinea,2018-10-01,144.2
GRC,Greece,2018-10-01,100.8
GRD,Grenada,2018-10-01,116.4
GTM,Guatemala,2018-10-01,194.1
HKG,"Hong Kong SAR, China",2018-10-01,93.2
HND,Honduras,2018-10-01,276.5
HRV,Croatia,2018-10-01,103.4
HTI,Haiti,2018-10-01,111.1
HUN,Hungary,2018-10-01,108.2
IDN,Indonesia,2018-10-01,85.86
IND,India,2018-10-01,137.5
IRL,Ireland,2018-10-01,94.4
IRN,"Iran, Islamic Rep.",2018-10-01,166.1
IRQ,Iraq,2018-10-01,99.5
ISL,Iceland,2018-10-01,103.6
ISR,Israel,2018-10-01,101.1
ITA,Italy,2018-10-01,103.2
JAM,Jamaica,2018-10-01,93.3
JOR,Jordan,2018-10-01,101.1
JPN,Japan,2018-10-01,104.2
KEN,Kenya,2018-10-01,96.9
KGZ,Kyrgyz Republic,2018-10-01,234.3
KHM,Cambodia,2018-10-01,213.3
KNA,St. Kitts and Nevis,2018-10-01,101.5
KOR,"Korea, Rep.",2018-10-01,109.9
KWT,Kuwait,2018-10-01,108.1
LAO,"Lao, PDR",2018-10-01,103.9
LBN,Lebanon,2018-10-01,109.6
LCA,St. Lucia,2018-10-01,101.8
LKA,Sri Lanka,2018-10-01,102.0
LSO,Lesotho,2018-10-01,110.5
LTU,Lithuania,2018-10-01,106.0
LUX,Luxembourg,2018-10-01,107.5
LVA,Latvia,2018-10-01,107.8
MAC,"Macao SAR, China",2018-10-01,99.8
MAR,Morocco,2018-10-01,101.2
MDA,"Moldova, Rep.",2018-10-01,3005.89
MDG,Madagascar,2018-10-01,123.6
MDV,Maldives,2018-10-01,88.95
MEX,Mexico,2018-10-01,119.8
MKD,North Macedonia,2018-10-01,111.2
MLI,Mali,2018-10-01,102.3
MLT,Malta,2018-10-01,105.49
MMR,Myanmar,2018-10-01,161.7
MNE,Montenegro,2018-10-01,101.9
MNG,Mongolia,2018-10-01,83.7
MOZ,Mozambique,2018-10-01,115.6
MRT,Mauritania,2018-10-01,98.9
MUS,Mauritius,2018-10-01,102.2
MWI,Malawi,2018-10-01,63.2
MYS,Malaysia,2018-10-01,131.3
NAM,Namibia,2018-10-01,144.4
NCL,New Caledonia,2018-10-01,95.0
NER,Niger,2018-10-01,99.5
NGA,Nigeria,2018-10-01,292.4
NIC,Nicaragua,2018-10-01,243.1
NIU,Niue,2018-10-01,104.0
NLD,Netherlands,2018-10-01,105.0
NOR,Norway,2018-10-01,105.5
NPL,Nepal,2018-10-01,119.5
NZL,New Zealand,2018-10-01,100.3
OMN,Oman,2018-10-01,100.8
PAK,Pakistan,2018-10-01,110.3
PAN,Panama,2018-10-01,101.9582
PHL,Philippines,2018-10-01,102.7
PNG,Papua New Guinea,2018-10-01,119.8
POL,Poland,2018-10-01,108.0
PRT,Portugal,2018-10-01,102.8
PRY,Paraguay,2018-10-01,99.7
QAT,Qatar,2018-10-01,100.8
ROU,Romania,2018-10-01,110.595
RUS,Russian Federation,2018-10-01,113.4461
RWA,Rwanda,2018-10-01,120.3
SAU,Saudi Arabia,2018-10-01,100.74
SAU,Saudi Arabia,2018-10-01,105.0
SDN,Sudan,2018-10-01,1538.2
SEN,Senegal,2018-10-01,110.1
SGP,Singapore,2018-10-01,98.913
SHN,Saint Helena,2018-10-01,104.2
SLE,Sierra Leone,2018-10-01,69.1
SLV,El Salvador,2018-10-01,120.4
SRB,Serbia,2018-10-01,198.9
SUR,Suriname,2018-10-01,153.6
SVK,Slovakia,2018-10-01,104.4
SVN,Slovenia,2018-10-01,105.4
SWE,Sweden,2018-10-01,106.2
SYC,Seychelles,2018-10-01,106.7
TCD,Chad,2018-10-01,86.2
TGO,Togo,2018-10-01,105.7
THA,Thailand,2018-10-01,98.4
TTO,Trinidad and Tobago,2018-10-01,115.6
TUN,Tunisia,2018-10-01,119.0
TUR,Turkey,2018-10-01,154.5
TWN,"Taiwan, China",2018-10-01,95.9
TZA,"Tanzania, United Rep.",2018-10-01,92.35
UGA,Uganda,2018-10-01,102.57
UKR,Ukraine,2018-10-01,224.8
URY,Uruguay,2018-10-01,67.36
USA,United States,2018-10-01,99.0
VCT,St. Vincent and the Grenadines,2018-10-01,115.9
VEN,"Venezuela, RB",2018-10-01,253.2
VNM,Vietnam,2018-10-01,96.7
VUT,Vanuatu,2018-10-01,178.5
WSM,Samoa,2018-10-01,109.3
XKX,Kosovo,2018-10-01,104.2
ZAF,South Africa,2018-10-01,123.9
ZMB,Zambia,2018-10-01,213.68
AGO,Angola,2019-01-01,68.7
AIA,Anguilla,2019-01-01,117.4
ALB,Albania,2019-01-01,100.1
ARE,United Arab Emirates,2019-01-01,97.76
ARG,Argentina,2019-01-01,199.1
ARM,Armenia,2019-01-01,106.3
AUS,Australia,2019-01-01,104.6
AUT,Austria,2019-01-01,105.6
AZE,Azerbaijan,2019-01-01,303.1
BDI,Burundi,2019-01-01,103.1
BEL,Belgium,2019-01-01,106.7
BEN,Benin,2019-01-01,102.7
BFA,Burkina Faso,2019-01-01,101.9
BGD,Bangladesh,2019-01-01,85.4
BGD,Bangladesh,2019-01-01,284.22
BGR,Bulgaria,2019-01-01,6012.3
BHR,Bahrain,2019-01-01,100.2
BIH,Bosnia and Herzegovina,2019-01-01,102.1
BLR,Belarus,2019-01-01,73.1
BLZ,Belize,2019-01-01,97.7
BOL,Bolivia,2019-01-01,102.1
BRA,Brazil,2019-01-01,118.448
BRB,Barbados,2019-01-01,72.0
BRN,Brunei Darussalam,2019-01-01,102.3
BTN,Bhutan,2019-01-01,99.5
BWA,Botswana,2019-01-01,100.8
CAN,Canada,2019-01-01,103.9
CHE,Switzerland,2019-01-01,102.1
CHL,Chile,2019-01-01,110.0
CHN,China,2019-01-01,109.2
CIV,C̫te d'Ivoire,2019-01-01,105.7
CMR,Cameroon,2019-01-01,113.9
COG,"Congo, Rep.",2019-01-01,99.1
COL,Colombia,2019-01-01,101.9
COL,Colombia,2019-01-01,117.3
CPV,Cabo Verde,2019-01-01,99.9
CRI,Costa Rica,2019-01-01,102.3
CYP,Cyprus,2019-01-01,102.5
CZE,Czech Republic,2019-01-01,107.3
DEU,Germany,2019-01-01,106.8
DJI,Djibouti,2019-01-01,118.6
DMA,Dominica,2019-01-01,114.4
DNK,Denmark,2019-01-01,104.2
DOM,Dominican Republic,2019-01-01,92.6
DZA,Algeria,2019-01-01,211.4
ECU,Ecuador,2019-01-01,106.0
EGY,"Egypt, Arab Rep.",2019-01-01,100.4
ESP,Spain,2019-01-01,104.8
EST,Estonia,2019-01-01,110.6
ETH,Ethiopia,2019-01-01,132.0
FIN,Finland,2019-01-01,101.2
FJI,Fiji,2019-01-01,119.5
FRA,France,2019-01-01,105.4
FRO,Faroe Islands,2019-01-01,129.1
GAB,Gabon,2019-01-01,100.1
GBR,United Kingdom,2019-01-01,103.0
GEO,Georgia,2019-01-01,141.4
GHA,Ghana,2019-01-01,78.4
GIN,Guinea,2019-01-01,95.7
GMB,"Gambia, The",2019-01-01,93.2
GNB,Guinea-Bissau,2019-01-01,106.9
GNQ,Equatorial Guinea,2019-01-01,144.0
GRC,Greece,2019-01-01,102.1
GRD,Grenada,2019-01-01,116.2
GTM,Guatemala,2019-01-01,202.7
HKG,"Hong Kong SAR, China",2019-01-01,95.0
HND,Honduras,2019-01-01,276.0
HRV,Croatia,2019-01-01,102.3
HTI,Haiti,2019-01-01,117.0
HUN,Hungary,2019-01-01,110.8
IDN,Indonesia,2019-01-01,87.15
IND,India,2019-01-01,139.9
IRL,Ireland,2019-01-01,94.3
IRN,"Iran, Islamic Rep.",2019-01-01,189.5
IRQ,Iraq,2019-01-01,98.5
ISL,Iceland,2019-01-01,104.6
ISR,Israel,2019-01-01,102.1
ITA,Italy,2019-01-01,104.5
JAM,Jamaica,2019-01-01,94.6
JOR,Jordan,2019-01-01,99.5
JPN,Japan,2019-01-01,104.2
KEN,Kenya,2019-01-01,100.6
KGZ,Kyrgyz Republic,2019-01-01,238.3
KHM,Cambodia,2019-01-01,213.7
KNA,St. Kitts and Nevis,2019-01-01,101.8
KOR,"Korea, Rep.",2019-01-01,108.9
KWT,Kuwait,2019-01-01,107.6
LAO,"Lao, PDR",2019-01-01,104.0
LBN,Lebanon,2019-01-01,113.4
LCA,St. Lucia,2019-01-01,104.2
LKA,Sri Lanka,2019-01-01,99.3
LSO,Lesotho,2019-01-01,114.1
LTU,Lithuania,2019-01-01,107.8
LUX,Luxembourg,2019-01-01,107.8
LVA,Latvia,2019-01-01,109.3
MAC,"Macao SAR, China",2019-01-01,101.0
MAR,Morocco,2019-01-01,99.5
MDA,"Moldova, Rep.",2019-01-01,3114.29
MDG,Madagascar,2019-01-01,125.8
MDV,Maldives,2019-01-01,88.46
MEX,Mexico,2019-01-01,121.2
MKD,North Macedonia,2019-01-01,112.9
MLI,Mali,2019-01-01,97.6
MLT,Malta,2019-01-01,106.19
MMR,Myanmar,2019-01-01,163.1
MNE,Montenegro,2019-01-01,103.5
MNG,Mongolia,2019-01-01,89.2
MOZ,Mozambique,2019-01-01,119.8
MRT,Mauritania,2019-01-01,98.5
MUS,Mauritius,2019-01-01,108.3
MWI,Malawi,2019-01-01,72.8
MYS,Malaysia,2019-01-01,132.8
NAM,Namibia,2019-01-01,148.5
NCL,New Caledonia,2019-01-01,94.4
NER,Niger,2019-01-01,96.4
NGA,Nigeria,2019-01-01,299.8
NIC,Nicaragua,2019-01-01,246.4
NIU,Niue,2019-01-01,105.2
NLD,Netherlands,2019-01-01,107.2
NOR,Norway,2019-01-01,106.3
NPL,Nepal,2019-01-01,115.9
NZL,New Zealand,2019-01-01,101.7
OMN,Oman,2019-01-01,100.7
PAK,Pakistan,2019-01-01,111.6
PAN,Panama,2019-01-01,101.7275
PHL,Philippines,2019-01-01,101.4
PNG,Papua New Guinea,2019-01-01,120.8
POL,Poland,2019-01-01,110.5
PRT,Portugal,2019-01-01,103.1
PRY,Paraguay,2019-01-01,100.5
QAT,Qatar,2019-01-01,100.2
ROU,Romania,2019-01-01,112.385
RUS,Russian Federation,2019-01-01,115.5844
RWA,Rwanda,2019-01-01,119.5
SAU,Saudi Arabia,2019-01-01,101.5
SAU,Saudi Arabia,2019-01-01,105.4
SDN,Sudan,2019-01-01,1710.2
SEN,Senegal,2019-01-01,108.0
SGP,Singapore,2019-01-01,99.593
SHN,Saint Helena,2019-01-01,105.1
SLE,Sierra Leone,2019-01-01,70.1
