Country Code,Country,Date,Core_CPI
FRA,France,2020-01-01,1.0
GBR,United Kingdom,2020-01-01,1.5
GRC,Greece,2020-01-01,-0.7
GTM,Guatemala,2020-01-01,2.4
HKG,"Hong Kong SAR, China",2020-01-01,-0.2
HND,Honduras,2020-01-01,4.0
HRV,Croatia,2020-01-01,1.0
HUN,Hungary,2020-01-01,3.0
IDN,Indonesia,2020-01-01,2.3
IND,India,2020-01-01,4.6
IRL,Ireland,2020-01-01,0.3
IRN,"Iran, Islamic Rep.",2020-01-01,33.1
IRQ,Iraq,2020-01-01,1.0
ISL,Iceland,2020-01-01,2.9
ISR,Israel,2020-01-01,-0.1
ITA,Italy,2020-01-01,0.5
JOR,Jordan,2020-01-01,0.2
JPN,Japan,2020-01-01,0.1
KAZ,Kazakhstan,2020-01-01,7.4
KGZ,Kyrgyz Republic,2020-01-01,5.2
KOR,"Korea, Rep.",2020-01-01,0.4
KWT,Kuwait,2020-01-01,1.6
LAO,"Lao, PDR",2020-01-01,2.3
LKA,Sri Lanka,2020-01-01,4.1
LTU,Lithuania,2020-01-01,3.1
LUX,Luxembourg,2020-01-01,1.3
LVA,Latvia,2020-01-01,1.2
MAR,Morocco,2020-01-01,0.5
MEX,Mexico,2020-01-01,3.2
MKD,North Macedonia,2020-01-01,0.9
MLT,Malta,2020-01-01,0.8
MUS,Mauritius,2020-01-01,3.1
MYS,Malaysia,2020-01-01,0.9
NGA,Nigeria,2020-01-01,10.9
NIC,Nicaragua,2020-01-01,3.6
NLD,Netherlands,2020-01-01,2.1
NOR,Norway,2020-01-01,3.1
NZL,New Zealand,2020-01-01,2.3
OMN,Oman,2020-01-01,1.0
PER,Peru,2020-01-01,1.8
PHL,Philippines,2020-01-01,3.2
PNG,Papua New Guinea,2020-01-01,2.6
POL,Poland,2020-01-01,3.9
PRT,Portugal,2020-01-01,0.0
PRY,Paraguay,2020-01-01,2.7
QAT,Qatar,2020-01-01,-2.0
ROU,Romania,2020-01-01,4.0
RUS,Russian Federation,2020-01-01,3.0
SAU,Saudi Arabia,2020-01-01,3.5
SDN,Sudan,2020-01-01,163.3
SGP,Singapore,2020-01-01,-0.2
SLV,El Salvador,2020-01-01,0.3
SRB,Serbia,2020-01-01,1.6
SVK,Slovakia,2020-01-01,2.2
SVN,Slovenia,2020-01-01,0.7
SWE,Sweden,2020-01-01,1.2
TCD,Chad,2020-01-01,6.6
THA,Thailand,2020-01-01,0.1
TJK,Tajikistan,2020-01-01,4.1
TTO,Trinidad and Tobago,2020-01-01,0.1
TUN,Tunisia,2020-01-01,6.7
TUR,Turkey,2020-01-01,11.2
TWN,"Taiwan, China",2020-01-01,0.2
UGA,Uganda,2020-01-01,3.2
UKR,Ukraine,2020-01-01,3.3
USA,United States,2020-01-01,1.7
VNM,Vietnam,2020-01-01,2.3
ZAF,South Africa,2020-01-01,3.3
ALB,Albania,2021-01-01,1.7
AUS,Australia,2021-01-01,1.4
AUT,Austria,2021-01-01,2.2
ARM,Armenia,2021-01-01,7.2
BEL,Belgium,2021-01-01,1.6
BGR,Bulgaria,2021-01-01,1.4
BLR,Belarus,2021-01-01,9.3
BRA,Brazil,2021-01-01,5.1
CAN,Canada,2021-01-01,2.4
CHE,Switzerland,2021-01-01,0.4
CHL,Chile,2021-01-01,3.8
CHN,China,2021-01-01,0.8
CMR,Cameroon,2021-01-01,1.5
COL,Colombia,2021-01-01,2.1
CRI,Costa Rica,2021-01-01,0.9
CYP,Cyprus,2021-01-01,1.0
CZE,Czech Republic,2021-01-01,5.0
DEU,Germany,2021-01-01,2.1
DJI,Djibouti,2021-01-01,-0.3
DNK,Denmark,2021-01-01,1.2
DOM,Dominican Republic,2021-01-01,5.9
EGY,"Egypt, Arab Rep.",2021-01-01,4.4
ESP,Spain,2021-01-01,0.6
EST,Estonia,2021-01-01,2.8
FIN,Finland,2021-01-01,1.7
FRA,France,2021-01-01,1.0
GBR,United Kingdom,2021-01-01,2.3
GRC,Greece,2021-01-01,-0.6
GTM,Guatemala,2021-01-01,3.0
HKG,"Hong Kong SAR, China",2021-01-01,0.6
HND,Honduras,2021-01-01,4.6
HRV,Croatia,2021-01-01,1.6
HUN,Hungary,2021-01-01,4.5
IDN,Indonesia,2021-01-01,1.4
IND,India,2021-01-01,5.9
IRL,Ireland,2021-01-01,1.8
IRN,"Iran, Islamic Rep.",2021-01-01,37.2
IRQ,Iraq,2021-01-01,6.4
ISL,Iceland,2021-01-01,4.4
ISR,Israel,2021-01-01,1.2
ITA,Italy,2021-01-01,0.8
JOR,Jordan,2021-01-01,1.8
JPN,Japan,2021-01-01,-0.7
KAZ,Kazakhstan,2021-01-01,8.0
KGZ,Kyrgyz Republic,2021-01-01,6.4
KOR,"Korea, Rep.",2021-01-01,1.4
KWT,Kuwait,2021-01-01,2.3
LAO,"Lao, PDR",2021-01-01,3.8
LKA,Sri Lanka,2021-01-01,5.5
LTU,Lithuania,2021-01-01,3.5
LUX,Luxembourg,2021-01-01,1.6
LVA,Latvia,2021-01-01,1.9
MAR,Morocco,2021-01-01,1.6
MEX,Mexico,2021-01-01,3.9
MKD,North Macedonia,2021-01-01,2.4
MLT,Malta,2021-01-01,0.6
MUS,Mauritius,2021-01-01,4.5
MYS,Malaysia,2021-01-01,0.4
NGA,Nigeria,2021-01-01,13.7
NIC,Nicaragua,2021-01-01,4.4
NLD,Netherlands,2021-01-01,1.9
NOR,Norway,2021-01-01,1.7
NZL,New Zealand,2021-01-01,3.7
OMN,Oman,2021-01-01,3.4
PER,Peru,2021-01-01,2.4
PHL,Philippines,2021-01-01,3.6
PNG,Papua New Guinea,2021-01-01,4.6
POL,Poland,2021-01-01,4.1
PRT,Portugal,2021-01-01,0.8
PRY,Paraguay,2021-01-01,4.6
QAT,Qatar,2021-01-01,4.2
ROU,Romania,2021-01-01,4.7
RUS,Russian Federation,2021-01-01,6.7
SAU,Saudi Arabia,2021-01-01,4.9
SDN,Sudan,2021-01-01,359.1
SEN,Senegal,2021-01-01,2.6
SGP,Singapore,2021-01-01,0.9
SLV,El Salvador,2021-01-01,2.1
SRB,Serbia,2021-01-01,2.9
SVK,Slovakia,2021-01-01,4.1
SVN,Slovenia,2021-01-01,1.1
SWE,Sweden,2021-01-01,1.3
TCD,Chad,2021-01-01,1.2
THA,Thailand,2021-01-01,0.0
TJK,Tajikistan,2021-01-01,4.9
TTO,Trinidad and Tobago,2021-01-01,1.5
TUN,Tunisia,2021-01-01,5.7
TUR,Turkey,2021-01-01,18.3
TWN,"Taiwan, China",2021-01-01,1.3
UGA,Uganda,2021-01-01,2.8
UKR,Ukraine,2021-01-01,6.9
USA,United States,2021-01-01,3.6
VNM,Vietnam,2021-01-01,0.8
ZAF,South Africa,2021-01-01,3.1
ALB,Albania,2022-01-01,6.5
AUS,Australia,2022-01-01,5.5
AUT,Austria,2022-01-01,5.5
ARM,Armenia,2022-01-01,8.3
BEL,Belgium,2022-01-01,4.6
BGR,Bulgaria,2022-01-01,10.4
BLR,Belarus,2022-01-01,16.5
BRA,Brazil,2022-01-01,8.8
CAN,Canada,2022-01-01,5.1
CHE,Switzerland,2022-01-01,1.7
CHL,Chile,2022-01-01,8.9
CHN,China,2022-01-01,0.7
CMR,Cameroon,2022-01-01,4.3
COL,Colombia,2022-01-01,6.5
CRI,Costa Rica,2022-01-01,4.5
CYP,Cyprus,2022-01-01,5.3
CZE,Czech Republic,2022-01-01,12.2
DEU,Germany,2022-01-01,3.9
DNK,Denmark,2022-01-01,4.0
DOM,Dominican Republic,2022-01-01,7.0
EGY,"Egypt, Arab Rep.",2022-01-01,15.0
ESP,Spain,2022-01-01,3.7
EST,Estonia,2022-01-01,9.7
FIN,Finland,2022-01-01,4.2
FRA,France,2022-01-01,2.8
GBR,United Kingdom,2022-01-01,5.3
GRC,Greece,2022-01-01,3.3
GTM,Guatemala,2022-01-01,4.3
HKG,"Hong Kong SAR, China",2022-01-01,0.7
HND,Honduras,2022-01-01,8.0
HRV,Croatia,2022-01-01,9.1
HUN,Hungary,2022-01-01,10.2
IDN,Indonesia,2022-01-01,2.8
IND,India,2022-01-01,6.1
IRL,Ireland,2022-01-01,4.7
IRN,"Iran, Islamic Rep.",2022-01-01,35.9
IRQ,Iraq,2022-01-01,4.8
ISL,Iceland,2022-01-01,7.8
ISR,Israel,2022-01-01,3.9
ITA,Italy,2022-01-01,2.9
JOR,Jordan,2022-01-01,3.2
JPN,Japan,2022-01-01,0.3
KAZ,Kazakhstan,2022-01-01,15.1
KOR,"Korea, Rep.",2022-01-01,3.6
KWT,Kuwait,2022-01-01,3.3
LAO,"Lao, PDR",2022-01-01,21.7
LKA,Sri Lanka,2022-01-01,42.0
LTU,Lithuania,2022-01-01,10.3
LUX,Luxembourg,2022-01-01,4.0
LVA,Latvia,2022-01-01,7.2
MAR,Morocco,2022-01-01,5.8
MEX,Mexico,2022-01-01,6.0
MKD,North Macedonia,2022-01-01,12.3
MLT,Malta,2022-01-01,6.2
MUS,Mauritius,2022-01-01,7.3
MYS,Malaysia,2022-01-01,1.7
NGA,Nigeria,2022-01-01,16.0
NIC,Nicaragua,2022-01-01,8.2
NLD,Netherlands,2022-01-01,4.2
NOR,Norway,2022-01-01,3.6
NZL,New Zealand,2022-01-01,6.0
PER,Peru,2022-01-01,5.6
PHL,Philippines,2022-01-01,4.6
PNG,Papua New Guinea,2022-01-01,5.3
POL,Poland,2022-01-01,9.0
PRT,Portugal,2022-01-01,5.6
PRY,Paraguay,2022-01-01,7.5
QAT,Qatar,2022-01-01,4.7
ROU,Romania,2022-01-01,8.8
RUS,Russian Federation,2022-01-01,16.3
SAU,Saudi Arabia,2022-01-01,1.2
SEN,Senegal,2022-01-01,6.6
SGP,Singapore,2022-01-01,4.1
SLV,El Salvador,2022-01-01,4.9
SRB,Serbia,2022-01-01,10.0
SVK,Slovakia,2022-01-01,9.7
SVN,Slovenia,2022-01-01,5.8
SWE,Sweden,2022-01-01,5.8
TCD,Chad,2022-01-01,8.2
THA,Thailand,2022-01-01,0.6
TTO,Trinidad and Tobago,2022-01-01,4.7
TUN,Tunisia,2022-01-01,7.1
TUR,Turkey,2022-01-01,58.6
TWN,"Taiwan, China",2022-01-01,1.8
UGA,Uganda,2022-01-01,6.0
UKR,Ukraine,2022-01-01,16.0
USA,United States,2022-01-01,6.2
VNM,Vietnam,2022-01-01,2.6
ZAF,South Africa,2022-01-01,4.3
ALB,Albania,2023-01-01,5.2
AUS,Australia,2023-01-01,5.3
AUT,Austria,2023-01-01,7.7
ARM,Armenia,2023-01-01,2.5
BEL,Belgium,2023-01-01,6.6
BGR,Bulgaria,2023-01-01,9.8
BLR,Belarus,2023-01-01,4.0
BRA,Brazil,2023-01-01,6.5
CAN,Canada,2023-01-01,4.1
CHE,Switzerland,2023-01-01,1.5
CHL,Chile,2023-01-01,6.7
CHN,China,2023-01-01,0.6
CMR,Cameroon,2023-01-01,6.0
COL,Colombia,2023-01-01,10.0
CRI,Costa Rica,2023-01-01,1.0
CYP,Cyprus,2023-01-01,4.4
CZE,Czech Republic,2023-01-01,6.2
DEU,Germany,2023-01-01,5.0
DNK,Denmark,2023-01-01,4.3
DOM,Dominican Republic,2023-01-01,5.3
EGY,"Egypt, Arab Rep.",2023-01-01,38.3
ESP,Spain,2023-01-01,4.4
EST,Estonia,2023-01-01,8.4
FIN,Finland,2023-01-01,6.6
FRA,France,2023-01-01,3.4
GBR,United Kingdom,2023-01-01,5.9
GRC,Greece,2023-01-01,5.0
GTM,Guatemala,2023-01-01,4.5
HKG,"Hong Kong SAR, China",2023-01-01,1.5
HND,Honduras,2023-01-01,6.6
HRV,Croatia,2023-01-01,7.6
HUN,Hungary,2023-01-01,13.8
IDN,Indonesia,2023-01-01,2.4
IND,India,2023-01-01,5.0
IRL,Ireland,2023-01-01,5.9
IRN,"Iran, Islamic Rep.",2023-01-01,41.8
IRQ,Iraq,2023-01-01,4.6
ISL,Iceland,2023-01-01,8.4
ISR,Israel,2023-01-01,4.2
ITA,Italy,2023-01-01,4.2
JOR,Jordan,2023-01-01,2.3
JPN,Japan,2023-01-01,2.7
KAZ,Kazakhstan,2023-01-01,14.9
KOR,"Korea, Rep.",2023-01-01,3.4
KWT,Kuwait,2023-01-01,3.0
LKA,Sri Lanka,2023-01-01,15.8
LTU,Lithuania,2023-01-01,9.9
LUX,Luxembourg,2023-01-01,3.7
LVA,Latvia,2023-01-01,8.3
MEX,Mexico,2023-01-01,5.7
MKD,North Macedonia,2023-01-01,8.1
MUS,Mauritius,2023-01-01,5.2
MYS,Malaysia,2023-01-01,1.8
NGA,Nigeria,2023-01-01,20.8
NIC,Nicaragua,2023-01-01,7.6
NLD,Netherlands,2023-01-01,5.6
NOR,Norway,2023-01-01,5.8
NZL,New Zealand,2023-01-01,5.6
PER,Peru,2023-01-01,5.9
PHL,Philippines,2023-01-01,4.9
POL,Poland,2023-01-01,9.9
PRT,Portugal,2023-01-01,5.0
PRY,Paraguay,2023-01-01,5.8
QAT,Qatar,2023-01-01,2.6
ROU,Romania,2023-01-01,12.0
RUS,Russian Federation,2023-01-01,5.5
SEN,Senegal,2023-01-01,3.7
SGP,Singapore,2023-01-01,4.2
SLV,El Salvador,2023-01-01,2.7
SRB,Serbia,2023-01-01,11.6
SVK,Slovakia,2023-01-01,9.4
SVN,Slovenia,2023-01-01,7.3
SWE,Sweden,2023-01-01,10.0
THA,Thailand,2023-01-01,0.6
TTO,Trinidad and Tobago,2023-01-01,3.9
TUN,Tunisia,2023-01-01,7.5
TUR,Turkey,2023-01-01,58.5
TWN,"Taiwan, China",2023-01-01,2.0
UGA,Uganda,2023-01-01,4.7
UKR,Ukraine,2023-01-01,12.9
USA,United States,2023-01-01,4.8
VNM,Vietnam,2023-01-01,4.2
ZAF,South Africa,2023-01-01,4.8
