Inflation Measure Type,Series Name,Description,Aggregation,Year,Inflation Rate
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1974,15.0
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1974,15.0
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1974,17.9
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1974,18.0
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1974,25.0
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1974,0.6
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1974,22.5
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1974,14.9
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1974,19.1
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1974,15.5
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1974,17.9
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1974,19.2
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1974,16.2
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1974,16.0
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1974,17.9
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1974,14.9
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1974,18.6
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1974,20.0
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1974,23.4
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1974,21.0
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1974,19.9
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1974,20.9
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1974,20.7
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1974,21.7
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1974,21.7
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1974,19.3
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1974,17.6
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1974,17.9
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1974,13.0
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1974,14.7
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1974,11.2
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1974,12.2
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1974,13.5
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1974,11.2
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1974,27.9
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1974,24.8
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1974,30.0
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1974,19.4
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1974,19.0
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1974,19.7
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1974,18.8
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1974,17.2
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1974,19.3
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1974,22.6
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1974,22.5
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1974,26.1
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1974,16.9
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1974,17.3
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1974,13.8
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1974,15.2
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1974,16.2
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1974,12.4
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1974,17.5
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1974,18.1
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1974,20.4
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1974,23.8
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1974,15.9
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1974,21.8
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1974,16.5
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1974,18.3
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1974,13.3
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1975,12.9
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1975,14.0
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1975,11.8
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1975,12.8
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1975,11.7
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1975,13.7
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1975,11.5
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1975,11.7
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1975,13.5
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1975,14.0
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1975,14.3
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1975,13.3
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1975,15.6
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1975,14.8
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1975,13.0
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1975,13.1
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1975,6.9
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1975,0.2
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1975,14.9
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1975,11.7
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1975,11.9
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1975,16.6
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1975,13.7
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1975,14.5
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1975,11.9
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1975,11.8
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1975,12.9
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1975,11.3
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1975,14.7
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1975,14.7
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1975,14.7
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1975,10.6
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1975,12.1
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1975,13.7
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1975,10.6
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1975,10.8
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1975,13.7
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1975,10.2
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1975,12.0
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1975,13.5
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1975,9.8
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1975,6.6
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1975,8.9
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1975,9.7
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1975,6.2
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1975,8.9
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1975,11.5
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1975,10.6
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1975,12.2
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1975,11.4
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1975,9.8
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1975,7.6
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1975,7.8
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1975,7.9
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1975,7.5
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1975,15.6
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1975,14.0
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1975,9.2
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1975,12.9
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1975,13.2
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1975,11.3
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1975,13.2
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1975,13.7
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1975,10.9
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1975,12.7
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1975,13.3
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1975,12.9
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1975,8.8
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1975,16.8
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1975,16.9
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1975,9.6
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1975,6.7
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1975,15.7
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1976,9.3
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1976,10.1
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1976,9.7
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1976,9.3
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1976,9.6
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1976,11.3
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1976,8.8
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1976,9.6
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1976,8.8
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1976,9.8
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1976,15.1
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1976,9.1
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1976,6.8
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1976,6.9
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1976,9.6
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1976,9.5
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1976,6.5
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1976,0.3
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1976,9.7
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1976,11.3
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1976,0.6
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1976,10.9
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1976,9.5
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1976,9.9
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1976,8.7
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1976,11.0
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1976,11.5
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1976,7.8
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1976,8.9
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1976,9.3
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1976,13.2
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1976,10.2
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1976,11.3
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1976,11.7
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1976,10.1
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1976,11.3
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1976,11.8
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1976,10.1
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1976,10.7
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1976,11.1
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1976,9.8
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1976,12.7
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1976,9.8
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1976,11.5
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1976,13.7
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1976,9.8
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1976,5.7
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1976,4.8
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1976,4.3
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1976,8.9
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1976,10.5
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1976,7.5
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1976,8.2
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1976,10.2
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1976,7.6
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1976,13.3
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1976,11.2
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1976,4.9
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1976,9.4
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1976,10.2
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1976,9.5
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1976,10.7
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1976,12.8
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1976,8.4
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1976,9.2
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1976,9.7
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1976,14.7
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1976,5.0
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1976,15.6
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1976,10.4
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1976,10.3
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1976,1.2
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1976,9.9
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1977,11.0
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1977,11.7
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1977,10.4
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1977,11.1
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1977,10.1
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1977,11.4
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1977,8.7
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1977,10.0
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1977,11.2
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1977,11.7
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1977,17.7
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1977,11.2
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1977,11.9
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1977,10.2
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1977,11.1
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1977,11.2
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1977,7.3
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1977,0.5
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1977,11.9
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1977,12.0
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1977,8.3
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1977,12.1
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1977,11.4
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1977,12.7
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1977,10.5
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1977,12.0
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1977,12.3
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1977,9.0
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1977,11.2
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1977,12.4
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1977,17.8
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1977,8.4
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1977,10.7
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1977,10.8
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1977,10.6
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1977,11.6
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1977,9.9
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1977,6.8
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1977,9.4
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1977,14.1
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1977,8.5
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1977,9.5
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1977,6.7
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1977,9.3
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1977,10.1
