Country Code,Country,Date,GDP_Deflator_Index
DEU,Germany,2020-10-01,118.6
DNK,Denmark,2020-10-01,112.6
DOM,Dominican Republic,2020-10-01,190.5
ECU,Equador,2020-10-01,114.9
EGY,"Egypt, Arab Rep.",2020-10-01,161.9
ESP,Spain,2020-10-01,107.1
EST,Estonia,2020-10-01,137.2
FIN,Finland,2020-10-01,118.4
FRA,France,2020-10-01,111.4
GBR,United Kingdom,2020-10-01,122.3
GRC,Greece,2020-10-01,94.8
GTM,Guatemala,2020-10-01,119.6
HKG,"Hong Kong SAR, China",2020-10-01,98.5
HND,Honduras,2020-10-01,157.0
HRV,Croatia,2020-10-01,111.5
HUN,Hungary,2020-10-01,145.1
IDN,Indonesia,2020-10-01,144.6
IND,India,2020-10-01,162.1
IRL,Ireland,2020-10-01,121.6
IRN,"Iran, Islamic Rep.",2020-10-01,313.7
ISL,Iceland,2020-10-01,141.2
ISR,Israel,2020-10-01,113.5
ITA,Italy,2020-10-01,113.0
JOR,Jordan,2020-10-01,131.8
JPN,Japan,2020-10-01,102.7
KAZ,Kazakhstan,2020-10-01,238.7
KEN,Kenya,2020-10-01,203.7
KOR,"Korea, Rep.",2020-10-01,114.7
KWT,Kuwait,2020-10-01,89.1
LBN,Lebanon,2020-10-01,245.0
LKA,Sri Lanka,2020-10-01,125.0
LSO,Lesotho,2020-10-01,192.8
LTU,Lithuania,2020-10-01,127.8
LUX,Luxembourg,2020-10-01,126.9
LVA,Latvia,2020-10-01,132.1
MAC,"Macao SAR, China",2020-10-01,100.5
MDA,"Moldova, Rep.",2020-10-01,129.9
MEX,Mexico,2020-10-01,159.2
MKD,North Macedonia,2020-10-01,130.9
MLT,Malta,2020-10-01,124.9
MNG,Mongolia,2020-10-01,137.8
MYS,Malaysia,2020-10-01,105.7
NGA,Nigeria,2020-10-01,223.9
NIC,Nicaragua,2020-10-01,256.3
NLD,Netherlands,2020-10-01,114.7
NOR,Norway,2020-10-01,118.4
NZL,New Zealand,2020-10-01,121.6
PAN,Panama,2020-10-01,98.8
PER,Peru,2020-10-01,151.6
PHL,Philippines,2020-10-01,106.9
POL,Poland,2020-10-01,122.6
PRT,Portugal,2020-10-01,113.8
PRY,Paraguay,2020-10-01,120.0
QAT,Qatar,2020-10-01,40.6
ROU,Romania,2020-10-01,151.5
RUS,Russian Federation,2020-10-01,86.7
RWA,Rwanda,2020-10-01,110.3
SAU,Saudi Arabia,2020-10-01,106.8
SEN,Senegal,2020-10-01,104.8
SGP,Singapore,2020-10-01,104.8
SLV,El Salvador,2020-10-01,109.1
SRB,Serbia,2020-10-01,143.4
SVK,Slovakia,2020-10-01,111.8
SVN,Slovenia,2020-10-01,115.7
SWE,Sweden,2020-10-01,119.7
THA,Thailand,2020-10-01,118.1
TUR,"Türkiye, Rep of",2020-10-01,283.6
TWN,"Taiwan, China",2020-10-01,100.0
TZA,"Tanzania, United Rep.",2020-10-01,113.1
UGA,Uganda,2020-10-01,104.6
UKR,Ukraine,2020-10-01,188.1
URY,Uruguay,2020-10-01,137.3
USA,United States,2020-10-01,118.6
VNM,Vietnam,2020-10-01,161.0
ZAF,South Africa,2020-10-01,173.4
ZMB,Zambia,2020-10-01,255.1
ALB,Albania,2021-01-01,112.8
ARG,Argentina,2021-01-01,2301.2
AUS,Australia,2021-01-01,121.2
AUT,Austria,2021-01-01,121.8
AZE,Azerbaijan,2021-01-01,348.2
BEL,Belgium,2021-01-01,119.2
BGR,Bulgaria,2021-01-01,145.0
BHR,Bahrain,2021-01-01,111.7
BIH,Bosnia and Herzegovina,2021-01-01,108.5
BLR,Belarus,2021-01-01,129.5
BOL,Bolivia,2021-01-01,605.6
BRA,Brazil,2021-01-01,209.2
BRN,Brunei Darussalam,2021-01-01,88.5
BWA,Botswana,2021-01-01,104.7
CAN,Canada,2021-01-01,121.1
CHE,Switzerland,2021-01-01,97.5
CHL,Chile,2021-01-01,153.6
CHN,China,2021-01-01,101.5
COL,Colombia,2021-01-01,148.4
CRI,Costa Rica,2021-01-01,142.5
CYP,Cyprus,2021-01-01,102.9
CZE,Czech Republic,2021-01-01,123.6
DEU,Germany,2021-01-01,120.4
DNK,Denmark,2021-01-01,114.0
DOM,Dominican Republic,2021-01-01,186.2
ECU,Equador,2021-01-01,114.0
EGY,"Egypt, Arab Rep.",2021-01-01,145.7
ESP,Spain,2021-01-01,108.1
EST,Estonia,2021-01-01,137.4
FIN,Finland,2021-01-01,119.7
FRA,France,2021-01-01,112.4
GBR,United Kingdom,2021-01-01,123.4
GRC,Greece,2021-01-01,94.2
GTM,Guatemala,2021-01-01,120.0
HKG,"Hong Kong SAR, China",2021-01-01,99.8
HND,Honduras,2021-01-01,153.3
HRV,Croatia,2021-01-01,110.2
HUN,Hungary,2021-01-01,145.3
IDN,Indonesia,2021-01-01,147.7
IND,India,2021-01-01,168.3
IRL,Ireland,2021-01-01,119.6
IRN,"Iran, Islamic Rep.",2021-01-01,330.2
ISL,Iceland,2021-01-01,141.9
ISR,Israel,2021-01-01,114.9
ITA,Italy,2021-01-01,113.4
JOR,Jordan,2021-01-01,132.8
JPN,Japan,2021-01-01,102.8
KAZ,Kazakhstan,2021-01-01,252.0
KEN,Kenya,2021-01-01,200.9
KOR,"Korea, Rep.",2021-01-01,115.1
KWT,Kuwait,2021-01-01,103.1
LKA,Sri Lanka,2021-01-01,129.0
LSO,Lesotho,2021-01-01,193.4
LTU,Lithuania,2021-01-01,129.1
LUX,Luxembourg,2021-01-01,126.5
LVA,Latvia,2021-01-01,133.1
MAC,"Macao SAR, China",2021-01-01,98.9
MDA,"Moldova, Rep.",2021-01-01,129.3
MEX,Mexico,2021-01-01,161.3
MKD,North Macedonia,2021-01-01,130.0
MLT,Malta,2021-01-01,124.9
MNG,Mongolia,2021-01-01,155.3
MYS,Malaysia,2021-01-01,108.0
NGA,Nigeria,2021-01-01,238.8
NIC,Nicaragua,2021-01-01,260.3
NLD,Netherlands,2021-01-01,116.1
NOR,Norway,2021-01-01,125.5
NZL,New Zealand,2021-01-01,121.8
PAN,Panama,2021-01-01,99.1
PER,Peru,2021-01-01,150.7
PHL,Philippines,2021-01-01,102.5
POL,Poland,2021-01-01,124.1
PRT,Portugal,2021-01-01,116.1
PRY,Paraguay,2021-01-01,119.8
QAT,Qatar,2021-01-01,64.4
ROU,Romania,2021-01-01,149.1
RUS,Russian Federation,2021-01-01,93.7
RWA,Rwanda,2021-01-01,111.1
SAU,Saudi Arabia,2021-01-01,112.7
SEN,Senegal,2021-01-01,103.9
SGP,Singapore,2021-01-01,108.2
SLV,El Salvador,2021-01-01,107.8
SRB,Serbia,2021-01-01,145.3
SVK,Slovakia,2021-01-01,111.4
SVN,Slovenia,2021-01-01,113.8
SWE,Sweden,2021-01-01,121.4
THA,Thailand,2021-01-01,118.6
TUR,"Türkiye, Rep of",2021-01-01,297.7
TWN,"Taiwan, China",2021-01-01,103.5
TZA,"Tanzania, United Rep.",2021-01-01,115.3
UGA,Uganda,2021-01-01,106.9
UKR,Ukraine,2021-01-01,193.2
URY,Uruguay,2021-01-01,146.7
USA,United States,2021-01-01,120.1
VNM,Vietnam,2021-01-01,162.4
ZAF,South Africa,2021-01-01,174.8
ZMB,Zambia,2021-01-01,258.8
ALB,Albania,2021-04-01,114.1
ARG,Argentina,2021-04-01,2635.1
AUS,Australia,2021-04-01,124.1
AUT,Austria,2021-04-01,122.4
AZE,Azerbaijan,2021-04-01,330.7
BEL,Belgium,2021-04-01,120.0
BGR,Bulgaria,2021-04-01,146.1
BHR,Bahrain,2021-04-01,114.6
BIH,Bosnia and Herzegovina,2021-04-01,109.3
BLR,Belarus,2021-04-01,136.6
BOL,Bolivia,2021-04-01,561.5
BRA,Brazil,2021-04-01,210.8
BRN,Brunei Darussalam,2021-04-01,99.3
BWA,Botswana,2021-04-01,111.2
CAN,Canada,2021-04-01,123.8
CHE,Switzerland,2021-04-01,98.4
CHL,Chile,2021-04-01,157.6
CHN,China,2021-04-01,105.4
COL,Colombia,2021-04-01,152.2
CRI,Costa Rica,2021-04-01,142.4
CYP,Cyprus,2021-04-01,103.8
CZE,Czech Republic,2021-04-01,125.4
DEU,Germany,2021-04-01,120.5
DNK,Denmark,2021-04-01,114.3
DOM,Dominican Republic,2021-04-01,193.9
ECU,Equador,2021-04-01,115.7
EGY,"Egypt, Arab Rep.",2021-04-01,141.4
ESP,Spain,2021-04-01,107.5
EST,Estonia,2021-04-01,139.2
FIN,Finland,2021-04-01,121.1
FRA,France,2021-04-01,112.9
GBR,United Kingdom,2021-04-01,121.4
GRC,Greece,2021-04-01,96.0
GTM,Guatemala,2021-04-01,120.2
HKG,"Hong Kong SAR, China",2021-04-01,99.6
HND,Honduras,2021-04-01,157.9
HRV,Croatia,2021-04-01,110.8
HUN,Hungary,2021-04-01,148.8
IDN,Indonesia,2021-04-01,150.9
IND,India,2021-04-01,163.7
IRL,Ireland,2021-04-01,120.1
IRN,"Iran, Islamic Rep.",2021-04-01,359.8
ISL,Iceland,2021-04-01,145.6
ISR,Israel,2021-04-01,115.1
ITA,Italy,2021-04-01,113.5
JOR,Jordan,2021-04-01,133.1
JPN,Japan,2021-04-01,102.9
KAZ,Kazakhstan,2021-04-01,254.3
KEN,Kenya,2021-04-01,202.4
KOR,"Korea, Rep.",2021-04-01,116.5
KWT,Kuwait,2021-04-01,108.3
LKA,Sri Lanka,2021-04-01,136.0
LSO,Lesotho,2021-04-01,196.9
LTU,Lithuania,2021-04-01,134.1
LUX,Luxembourg,2021-04-01,127.9
LVA,Latvia,2021-04-01,134.5
MAC,"Macao SAR, China",2021-04-01,99.6
MDA,"Moldova, Rep.",2021-04-01,142.5
MEX,Mexico,2021-04-01,163.0
MKD,North Macedonia,2021-04-01,134.4
MLT,Malta,2021-04-01,126.0
MNG,Mongolia,2021-04-01,156.1
MYS,Malaysia,2021-04-01,110.9
NGA,Nigeria,2021-04-01,234.3
NIC,Nicaragua,2021-04-01,260.5
NLD,Netherlands,2021-04-01,116.6
NOR,Norway,2021-04-01,132.4
NZL,New Zealand,2021-04-01,123.7
PAN,Panama,2021-04-01,101.6
PER,Peru,2021-04-01,155.8
PHL,Philippines,2021-04-01,102.7
POL,Poland,2021-04-01,124.4
PRT,Portugal,2021-04-01,115.6
PRY,Paraguay,2021-04-01,123.1
QAT,Qatar,2021-04-01,57.1
ROU,Romania,2021-04-01,151.3
RUS,Russian Federation,2021-04-01,97.5
RWA,Rwanda,2021-04-01,109.5
SAU,Saudi Arabia,2021-04-01,120.2
SEN,Senegal,2021-04-01,106.4
SGP,Singapore,2021-04-01,112.7
SLV,El Salvador,2021-04-01,112.3
SRB,Serbia,2021-04-01,149.0
SVK,Slovakia,2021-04-01,112.9
SVN,Slovenia,2021-04-01,115.9
SWE,Sweden,2021-04-01,120.9
THA,Thailand,2021-04-01,119.1
TUR,"Türkiye, Rep of",2021-04-01,311.6
TWN,"Taiwan, China",2021-04-01,102.0
TZA,"Tanzania, United Rep.",2021-04-01,117.0
UGA,Uganda,2021-04-01,109.3
UKR,Ukraine,2021-04-01,201.0
URY,Uruguay,2021-04-01,152.6
USA,United States,2021-04-01,122.0
VNM,Vietnam,2021-04-01,164.6
ZAF,South Africa,2021-04-01,179.4
ZMB,Zambia,2021-04-01,340.1
ALB,Albania,2021-07-01,114.1
ARG,Argentina,2021-07-01,2764.9
AUS,Australia,2021-07-01,125.8
AUT,Austria,2021-07-01,123.4
AZE,Azerbaijan,2021-07-01,270.4
BEL,Belgium,2021-07-01,121.2
BGR,Bulgaria,2021-07-01,151.6
BHR,Bahrain,2021-07-01,114.9
BIH,Bosnia and Herzegovina,2021-07-01,110.8
BLR,Belarus,2021-07-01,142.2
BOL,Bolivia,2021-07-01,581.5
BRA,Brazil,2021-07-01,217.2
BRN,Brunei Darussalam,2021-07-01,103.1
BWA,Botswana,2021-07-01,110.4
CAN,Canada,2021-07-01,125.5
CHE,Switzerland,2021-07-01,98.4
CHL,Chile,2021-07-01,159.6
CHN,China,2021-07-01,104.6
COL,Colombia,2021-07-01,156.3
CRI,Costa Rica,2021-07-01,143.1
CYP,Cyprus,2021-07-01,104.7
CZE,Czech Republic,2021-07-01,126.5
DEU,Germany,2021-07-01,122.9
DNK,Denmark,2021-07-01,115.6
DOM,Dominican Republic,2021-07-01,196.1
ECU,Equador,2021-07-01,116.1
EGY,"Egypt, Arab Rep.",2021-07-01,176.7
ESP,Spain,2021-07-01,108.7
EST,Estonia,2021-07-01,145.3
FIN,Finland,2021-07-01,122.1
FRA,France,2021-07-01,112.9
GBR,United Kingdom,2021-07-01,122.2
GRC,Greece,2021-07-01,96.8
GTM,Guatemala,2021-07-01,122.7
HKG,"Hong Kong SAR, China",2021-07-01,100.3
HND,Honduras,2021-07-01,162.1
HRV,Croatia,2021-07-01,112.4
HUN,Hungary,2021-07-01,150.8
IDN,Indonesia,2021-07-01,154.2
IND,India,2021-07-01,168.1
IRL,Ireland,2021-07-01,121.5
IRN,"Iran, Islamic Rep.",2021-07-01,422.5
ISL,Iceland,2021-07-01,148.8
ISR,Israel,2021-07-01,117.0
ITA,Italy,2021-07-01,113.8
JOR,Jordan,2021-07-01,133.0
JPN,Japan,2021-07-01,102.8
KAZ,Kazakhstan,2021-07-01,273.4
KEN,Kenya,2021-07-01,207.4
KOR,"Korea, Rep.",2021-07-01,117.9
KWT,Kuwait,2021-07-01,112.7
LKA,Sri Lanka,2021-07-01,133.0
LSO,Lesotho,2021-07-01,203.2
LTU,Lithuania,2021-07-01,136.8
LUX,Luxembourg,2021-07-01,131.6
LVA,Latvia,2021-07-01,136.5
MAC,"Macao SAR, China",2021-07-01,100.6
MDA,"Moldova, Rep.",2021-07-01,134.3
MEX,Mexico,2021-07-01,165.7
MKD,North Macedonia,2021-07-01,133.7
MLT,Malta,2021-07-01,127.9
MNG,Mongolia,2021-07-01,161.8
MYS,Malaysia,2021-07-01,112.1
NGA,Nigeria,2021-07-01,243.3
NIC,Nicaragua,2021-07-01,259.9
NLD,Netherlands,2021-07-01,117.6
NOR,Norway,2021-07-01,140.1
NZL,New Zealand,2021-07-01,127.1
PAN,Panama,2021-07-01,102.5
PER,Peru,2021-07-01,161.0
PHL,Philippines,2021-07-01,104.0
POL,Poland,2021-07-01,125.9
PRT,Portugal,2021-07-01,116.1
PRY,Paraguay,2021-07-01,130.3
QAT,Qatar,2021-07-01,53.9
ROU,Romania,2021-07-01,155.2
RUS,Russian Federation,2021-07-01,102.0
RWA,Rwanda,2021-07-01,112.0
SAU,Saudi Arabia,2021-07-01,123.1
SEN,Senegal,2021-07-01,108.3
SGP,Singapore,2021-07-01,114.4
SLV,El Salvador,2021-07-01,114.1
SRB,Serbia,2021-07-01,151.8
SVK,Slovakia,2021-07-01,114.4
SVN,Slovenia,2021-07-01,116.7
SWE,Sweden,2021-07-01,121.5
THA,Thailand,2021-07-01,119.3
TUR,"Türkiye, Rep of",2021-07-01,339.0
TWN,"Taiwan, China",2021-07-01,101.6
TZA,"Tanzania, United Rep.",2021-07-01,115.4
UGA,Uganda,2021-07-01,109.5
UKR,Ukraine,2021-07-01,204.4
URY,Uruguay,2021-07-01,153.1
USA,United States,2021-07-01,123.8
VNM,Vietnam,2021-07-01,166.8
ZAF,South Africa,2021-07-01,180.2
ZMB,Zambia,2021-07-01,326.4
ALB,Albania,2021-10-01,115.8
ARG,Argentina,2021-10-01,3106.5
AUS,Australia,2021-10-01,125.0
AUT,Austria,2021-10-01,124.1
AZE,Azerbaijan,2021-10-01,303.2
BEL,Belgium,2021-10-01,123.3
BGR,Bulgaria,2021-10-01,154.2
BHR,Bahrain,2021-10-01,123.4
BIH,Bosnia and Herzegovina,2021-10-01,112.0
BLR,Belarus,2021-10-01,150.6
BOL,Bolivia,2021-10-01,592.5
BRA,Brazil,2021-10-01,219.9
BRN,Brunei Darussalam,2021-10-01,105.1
BWA,Botswana,2021-10-01,116.7
CAN,Canada,2021-10-01,128.3
CHE,Switzerland,2021-10-01,98.7
CHL,Chile,2021-10-01,161.7
CHN,China,2021-10-01,106.3
COL,Colombia,2021-10-01,161.2
CRI,Costa Rica,2021-10-01,145.2
CYP,Cyprus,2021-10-01,106.1
CZE,Czech Republic,2021-10-01,125.8
DEU,Germany,2021-10-01,124.4
DNK,Denmark,2021-10-01,117.3
DOM,Dominican Republic,2021-10-01,206.8
ECU,Equador,2021-10-01,116.8
EGY,"Egypt, Arab Rep.",2021-10-01,172.5
ESP,Spain,2021-10-01,111.6
EST,Estonia,2021-10-01,150.9
FIN,Finland,2021-10-01,123.8
FRA,France,2021-10-01,113.2
GBR,United Kingdom,2021-10-01,123.5
GRC,Greece,2021-10-01,100.2
GTM,Guatemala,2021-10-01,124.0
HKG,"Hong Kong SAR, China",2021-10-01,100.3
HND,Honduras,2021-10-01,165.5
HRV,Croatia,2021-10-01,114.6
HUN,Hungary,2021-10-01,157.6
IDN,Indonesia,2021-10-01,157.8
IND,India,2021-10-01,178.2
IRL,Ireland,2021-10-01,124.3
IRN,"Iran, Islamic Rep.",2021-10-01,470.7
ISL,Iceland,2021-10-01,152.2
ISR,Israel,2021-10-01,116.6
ITA,Italy,2021-10-01,113.9
JOR,Jordan,2021-10-01,134.4
JPN,Japan,2021-10-01,102.5
KAZ,Kazakhstan,2021-10-01,283.5
KEN,Kenya,2021-10-01,214.5
KOR,"Korea, Rep.",2021-10-01,118.2
KWT,Kuwait,2021-10-01,115.9
LKA,Sri Lanka,2021-10-01,139.0
LSO,Lesotho,2021-10-01,204.0
LTU,Lithuania,2021-10-01,140.9
LUX,Luxembourg,2021-10-01,135.1
LVA,Latvia,2021-10-01,141.8
MAC,"Macao SAR, China",2021-10-01,101.0
MDA,"Moldova, Rep.",2021-10-01,131.8
MEX,Mexico,2021-10-01,167.7
MKD,North Macedonia,2021-10-01,136.1
MLT,Malta,2021-10-01,128.0
MNG,Mongolia,2021-10-01,184.4
MYS,Malaysia,2021-10-01,114.3
NGA,Nigeria,2021-10-01,242.4
NIC,Nicaragua,2021-10-01,269.9
NLD,Netherlands,2021-10-01,118.4
NOR,Norway,2021-10-01,158.0
NZL,New Zealand,2021-10-01,128.2
PAN,Panama,2021-10-01,103.3
PER,Peru,2021-10-01,164.2
PHL,Philippines,2021-10-01,108.8
POL,Poland,2021-10-01,127.9
PRT,Portugal,2021-10-01,116.2
PRY,Paraguay,2021-10-01,130.6
QAT,Qatar,2021-10-01,48.4
ROU,Romania,2021-10-01,161.3
RUS,Russian Federation,2021-10-01,105.3
RWA,Rwanda,2021-10-01,113.9
SAU,Saudi Arabia,2021-10-01,121.0
SEN,Senegal,2021-10-01,108.0
SGP,Singapore,2021-10-01,116.8
SLV,El Salvador,2021-10-01,117.4
SRB,Serbia,2021-10-01,155.1
SVK,Slovakia,2021-10-01,116.3
SVN,Slovenia,2021-10-01,119.2
SWE,Sweden,2021-10-01,123.9
THA,Thailand,2021-10-01,121.1
TUR,"Türkiye, Rep of",2021-10-01,397.1
TWN,"Taiwan, China",2021-10-01,102.1
TZA,"Tanzania, United Rep.",2021-10-01,114.2
UGA,Uganda,2021-10-01,111.5
UKR,Ukraine,2021-10-01,234.5
URY,Uruguay,2021-10-01,156.1
USA,United States,2021-10-01,125.9
VNM,Vietnam,2021-10-01,167.2
ZAF,South Africa,2021-10-01,181.4
ZMB,Zambia,2021-10-01,303.1
ALB,Albania,2022-01-01,122.3
ARG,Argentina,2022-01-01,3531.3
AUS,Australia,2022-01-01,130.2
AUT,Austria,2022-01-01,126.3
AZE,Azerbaijan,2022-01-01,503.7
BEL,Belgium,2022-01-01,125.5
BGR,Bulgaria,2022-01-01,161.6
BHR,Bahrain,2022-01-01,126.7
BIH,Bosnia and Herzegovina,2022-01-01,114.1
BLR,Belarus,2022-01-01,153.5
BOL,Bolivia,2022-01-01,654.1
BRA,Brazil,2022-01-01,222.3
BRN,Brunei Darussalam,2022-01-01,109.7
BWA,Botswana,2022-01-01,118.7
CAN,Canada,2022-01-01,131.2
CHE,Switzerland,2022-01-01,99.8
CHL,Chile,2022-01-01,163.5
CHN,China,2022-01-01,105.1
COL,Colombia,2022-01-01,168.6
CRI,Costa Rica,2022-01-01,149.6
CYP,Cyprus,2022-01-01,108.4
CZE,Czech Republic,2022-01-01,131.2
DEU,Germany,2022-01-01,126.0
DNK,Denmark,2022-01-01,121.2
DOM,Dominican Republic,2022-01-01,209.2
ECU,Equador,2022-01-01,118.0
EGY,"Egypt, Arab Rep.",2022-01-01,160.3
ESP,Spain,2022-01-01,112.3
EST,Estonia,2022-01-01,157.6
FIN,Finland,2022-01-01,125.7
FRA,France,2022-01-01,114.2
GBR,United Kingdom,2022-01-01,125.2
GRC,Greece,2022-01-01,101.7
GTM,Guatemala,2022-01-01,125.9
HKG,"Hong Kong SAR, China",2022-01-01,100.9
HND,Honduras,2022-01-01,168.5
HRV,Croatia,2022-01-01,117.0
HUN,Hungary,2022-01-01,163.2
IDN,Indonesia,2022-01-01,159.7
IND,India,2022-01-01,182.4
IRL,Ireland,2022-01-01,127.6
IRN,"Iran, Islamic Rep.",2022-01-01,500.3
ISL,Iceland,2022-01-01,156.1
ISR,Israel,2022-01-01,119.9
ITA,Italy,2022-01-01,116.0
JOR,Jordan,2022-01-01,135.4
JPN,Japan,2022-01-01,103.0
KAZ,Kazakhstan,2022-01-01,297.1
KEN,Kenya,2022-01-01,215.2
KOR,"Korea, Rep.",2022-01-01,118.1
KWT,Kuwait,2022-01-01,130.5
LKA,Sri Lanka,2022-01-01,157.0
LSO,Lesotho,2022-01-01,207.2
LTU,Lithuania,2022-01-01,149.7
LUX,Luxembourg,2022-01-01,135.5
LVA,Latvia,2022-01-01,145.0
MAC,"Macao SAR, China",2022-01-01,98.4
MDA,"Moldova, Rep.",2022-01-01,146.8
MEX,Mexico,2022-01-01,171.1
MKD,North Macedonia,2022-01-01,143.5
MLT,Malta,2022-01-01,129.2
MNG,Mongolia,2022-01-01,170.0
MYS,Malaysia,2022-01-01,117.1
NGA,Nigeria,2022-01-01,261.2
NIC,Nicaragua,2022-01-01,275.2
NLD,Netherlands,2022-01-01,121.3
NOR,Norway,2022-01-01,172.9
NZL,New Zealand,2022-01-01,129.4
PAN,Panama,2022-01-01,102.4
PER,Peru,2022-01-01,159.4
PHL,Philippines,2022-01-01,106.9
POL,Poland,2022-01-01,129.0
PRT,Portugal,2022-01-01,118.3
PRY,Paraguay,2022-01-01,132.2
QAT,Qatar,2022-01-01,72.6
ROU,Romania,2022-01-01,166.1
RUS,Russian Federation,2022-01-01,118.5
RWA,Rwanda,2022-01-01,120.4
SAU,Saudi Arabia,2022-01-01,134.5
SEN,Senegal,2022-01-01,111.3
SGP,Singapore,2022-01-01,121.4
SLV,El Salvador,2022-01-01,117.0
SRB,Serbia,2022-01-01,156.6
SVK,Slovakia,2022-01-01,117.8
SVN,Slovenia,2022-01-01,118.6
SWE,Sweden,2022-01-01,125.3
THA,Thailand,2022-01-01,123.3
TUR,"Türkiye, Rep of",2022-01-01,502.1
TWN,"Taiwan, China",2022-01-01,106.7
TZA,"Tanzania, United Rep.",2022-01-01,118.6
UGA,Uganda,2022-01-01,109.9
UKR,Ukraine,2022-01-01,242.6
URY,Uruguay,2022-01-01,157.6
USA,United States,2022-01-01,128.5
VNM,Vietnam,2022-01-01,168.3
ZAF,South Africa,2022-01-01,182.1
ZMB,Zambia,2022-01-01,318.2
ALB,Albania,2022-04-01,125.3
ARG,Argentina,2022-04-01,4116.7
AUS,Australia,2022-04-01,135.1
AUT,Austria,2022-04-01,128.0
AZE,Azerbaijan,2022-04-01,476.5
BEL,Belgium,2022-04-01,127.3
BGR,Bulgaria,2022-04-01,168.9
BHR,Bahrain,2022-04-01,130.8
BIH,Bosnia and Herzegovina,2022-04-01,120.8
BLR,Belarus,2022-04-01,158.2
BOL,Bolivia,2022-04-01,582.9
BRA,Brazil,2022-04-01,232.4
BRN,Brunei Darussalam,2022-04-01,140.9
BWA,Botswana,2022-04-01,132.9
CAN,Canada,2022-04-01,135.5
CHE,Switzerland,2022-04-01,100.8
CHL,Chile,2022-04-01,164.6
CHN,China,2022-04-01,108.5
COL,Colombia,2022-04-01,175.1
CRI,Costa Rica,2022-04-01,153.1
CYP,Cyprus,2022-04-01,110.1
CZE,Czech Republic,2022-04-01,134.0
DEU,Germany,2022-04-01,127.7
DNK,Denmark,2022-04-01,125.1
DOM,Dominican Republic,2022-04-01,213.5
ECU,Equador,2022-04-01,119.0
EGY,"Egypt, Arab Rep.",2022-04-01,167.7
ESP,Spain,2022-04-01,112.2
EST,Estonia,2022-04-01,164.7
FIN,Finland,2022-04-01,127.0
FRA,France,2022-04-01,115.3
GBR,United Kingdom,2022-04-01,127.8
GRC,Greece,2022-04-01,103.4
GTM,Guatemala,2022-04-01,127.3
HKG,"Hong Kong SAR, China",2022-04-01,100.4
HND,Honduras,2022-04-01,172.3
HRV,Croatia,2022-04-01,121.5
HUN,Hungary,2022-04-01,167.9
IDN,Indonesia,2022-04-01,168.2
IND,India,2022-04-01,185.8
IRL,Ireland,2022-04-01,130.2
IRN,"Iran, Islamic Rep.",2022-04-01,583.6
ISL,Iceland,2022-04-01,159.8
ISR,Israel,2022-04-01,121.2
ITA,Italy,2022-04-01,117.1
JOR,Jordan,2022-04-01,136.4
JPN,Japan,2022-04-01,102.8
KAZ,Kazakhstan,2022-04-01,308.4
KEN,Kenya,2022-04-01,218.2
KOR,"Korea, Rep.",2022-04-01,119.0
KWT,Kuwait,2022-04-01,146.4
LKA,Sri Lanka,2022-04-01,198.0
LSO,Lesotho,2022-04-01,206.9
LTU,Lithuania,2022-04-01,156.9
LUX,Luxembourg,2022-04-01,138.0
LVA,Latvia,2022-04-01,151.0
MAC,"Macao SAR, China",2022-04-01,100.5
MDA,"Moldova, Rep.",2022-04-01,162.7
MEX,Mexico,2022-04-01,174.8
MKD,North Macedonia,2022-04-01,142.7
MLT,Malta,2022-04-01,133.0
MNG,Mongolia,2022-04-01,190.8
MYS,Malaysia,2022-04-01,121.0
NGA,Nigeria,2022-04-01,260.4
NIC,Nicaragua,2022-04-01,283.1
NLD,Netherlands,2022-04-01,121.9
NOR,Norway,2022-04-01,181.2
NZL,New Zealand,2022-04-01,131.5
PAN,Panama,2022-04-01,105.6
PER,Peru,2022-04-01,163.5
PHL,Philippines,2022-04-01,108.1
POL,Poland,2022-04-01,136.3
PRT,Portugal,2022-04-01,121.2
PRY,Paraguay,2022-04-01,135.8
QAT,Qatar,2022-04-01,65.6
ROU,Romania,2022-04-01,174.5
RUS,Russian Federation,2022-04-01,116.9
RWA,Rwanda,2022-04-01,125.5
SAU,Saudi Arabia,2022-04-01,151.5
SEN,Senegal,2022-04-01,113.7
SGP,Singapore,2022-04-01,126.6
SLV,El Salvador,2022-04-01,122.0
SRB,Serbia,2022-04-01,163.8
SVK,Slovakia,2022-04-01,121.1
SVN,Slovenia,2022-04-01,122.5
SWE,Sweden,2022-04-01,128.2
THA,Thailand,2022-04-01,125.1
TUR,"Türkiye, Rep of",2022-04-01,628.5
TWN,"Taiwan, China",2022-04-01,103.8
TZA,"Tanzania, United Rep.",2022-04-01,122.2
UGA,Uganda,2022-04-01,110.5
UKR,Ukraine,2022-04-01,276.7
URY,Uruguay,2022-04-01,155.8
USA,United States,2022-04-01,131.3
VNM,Vietnam,2022-04-01,171.5
ZAF,South Africa,2022-04-01,188.7
ZMB,Zambia,2022-04-01,324.1
ALB,Albania,2022-07-01,126.3
ARG,Argentina,2022-07-01,4836.9
AUS,Australia,2022-07-01,135.7
AUT,Austria,2022-07-01,130.7
AZE,Azerbaijan,2022-07-01,388.8
BEL,Belgium,2022-07-01,129.1
BGR,Bulgaria,2022-07-01,176.4
BHR,Bahrain,2022-07-01,121.9
