Country Code,Country,Date,GDP_Deflator_Index
ISL,Iceland,2019-01-01,130.9
ISR,Israel,2019-01-01,112.5
ITA,Italy,2019-01-01,110.0
JOR,Jordan,2019-01-01,131.7
JPN,Japan,2019-01-01,101.7
KAZ,Kazakhstan,2019-01-01,211.8
KEN,Kenya,2019-01-01,184.1
KOR,"Korea, Rep.",2019-01-01,112.1
KWT,Kuwait,2019-01-01,100.8
LBN,Lebanon,2019-01-01,112.0
LKA,Sri Lanka,2019-01-01,119.0
LSO,Lesotho,2019-01-01,181.6
LTU,Lithuania,2019-01-01,123.1
LUX,Luxembourg,2019-01-01,118.6
LVA,Latvia,2019-01-01,128.1
MAC,"Macao SAR, China",2019-01-01,100.1
MDA,"Moldova, Rep.",2019-01-01,117.7
MEX,Mexico,2019-01-01,147.6
MKD,North Macedonia,2019-01-01,125.0
MLT,Malta,2019-01-01,120.0
MNG,Mongolia,2019-01-01,139.8
MYS,Malaysia,2019-01-01,105.9
NGA,Nigeria,2019-01-01,193.6
NIC,Nicaragua,2019-01-01,236.0
NLD,Netherlands,2019-01-01,111.2
NOR,Norway,2019-01-01,121.2
NZL,New Zealand,2019-01-01,116.8
PAN,Panama,2019-01-01,100.3
PER,Peru,2019-01-01,136.7
PHL,Philippines,2019-01-01,99.2
POL,Poland,2019-01-01,112.8
PRT,Portugal,2019-01-01,111.4
PRY,Paraguay,2019-01-01,112.2
QAT,Qatar,2019-01-01,80.6
ROU,Romania,2019-01-01,137.2
RUS,Russian Federation,2019-01-01,84.2
RWA,Rwanda,2019-01-01,99.2
SAU,Saudi Arabia,2019-01-01,110.3
SEN,Senegal,2019-01-01,102.7
SGP,Singapore,2019-01-01,107.3
SLV,El Salvador,2019-01-01,104.0
SRB,Serbia,2019-01-01,137.4
SVK,Slovakia,2019-01-01,107.6
SVN,Slovenia,2019-01-01,111.2
SWE,Sweden,2019-01-01,116.1
THA,Thailand,2019-01-01,118.3
TUR,"Türkiye, Rep of",2019-01-01,221.3
TWN,"Taiwan, China",2019-01-01,101.0
TZA,"Tanzania, United Rep.",2019-01-01,109.0
UGA,Uganda,2019-01-01,100.8
UKR,Ukraine,2019-01-01,150.6
URY,Uruguay,2019-01-01,121.6
USA,United States,2019-01-01,115.3
VNM,Vietnam,2019-01-01,157.5
ZAF,South Africa,2019-01-01,155.8
ZMB,Zambia,2019-01-01,209.4
ALB,Albania,2019-04-01,109.0
ARG,Argentina,2019-04-01,1172.1
AUS,Australia,2019-04-01,116.0
AUT,Austria,2019-04-01,116.8
AZE,Azerbaijan,2019-04-01,308.7
BEL,Belgium,2019-04-01,114.9
BGR,Bulgaria,2019-04-01,135.2
BHR,Bahrain,2019-04-01,112.9
BIH,Bosnia and Herzegovina,2019-04-01,105.2
BLR,Belarus,2019-04-01,108.1
BOL,Bolivia,2019-04-01,550.5
BRA,Brazil,2019-04-01,176.8
BRN,Brunei Darussalam,2019-04-01,103.0
BWA,Botswana,2019-04-01,98.2
CAN,Canada,2019-04-01,114.5
CHE,Switzerland,2019-04-01,97.9
CHL,Chile,2019-04-01,133.4
CHN,China,2019-04-01,100.4
COL,Colombia,2019-04-01,141.0
CRI,Costa Rica,2019-04-01,138.5
CYP,Cyprus,2019-04-01,103.1
CZE,Czech Republic,2019-04-01,116.0
DEU,Germany,2019-04-01,115.8
DNK,Denmark,2019-04-01,108.6
DOM,Dominican Republic,2019-04-01,172.3
ECU,Equador,2019-04-01,116.5
EGY,"Egypt, Arab Rep.",2019-04-01,125.8
ESP,Spain,2019-04-01,104.7
EST,Estonia,2019-04-01,137.0
FIN,Finland,2019-04-01,116.7
FRA,France,2019-04-01,108.0
GBR,United Kingdom,2019-04-01,116.6
GRC,Greece,2019-04-01,96.6
GTM,Guatemala,2019-04-01,113.6
HKG,"Hong Kong SAR, China",2019-04-01,98.5
HND,Honduras,2019-04-01,147.1
HRV,Croatia,2019-04-01,109.2
HUN,Hungary,2019-04-01,132.2
IDN,Indonesia,2019-04-01,145.1
IND,India,2019-04-01,150.0
IRL,Ireland,2019-04-01,120.8
IRN,"Iran, Islamic Rep.",2019-04-01,179.8
ISL,Iceland,2019-04-01,132.9
ISR,Israel,2019-04-01,112.5
ITA,Italy,2019-04-01,110.0
JOR,Jordan,2019-04-01,132.4
JPN,Japan,2019-04-01,101.9
KAZ,Kazakhstan,2019-04-01,227.0
KEN,Kenya,2019-04-01,186.0
KOR,"Korea, Rep.",2019-04-01,112.2
KWT,Kuwait,2019-04-01,107.8
LBN,Lebanon,2019-04-01,111.0
LKA,Sri Lanka,2019-04-01,122.0
LSO,Lesotho,2019-04-01,178.8
LTU,Lithuania,2019-04-01,124.7
LUX,Luxembourg,2019-04-01,118.9
LVA,Latvia,2019-04-01,128.5
MAC,"Macao SAR, China",2019-04-01,99.7
MDA,"Moldova, Rep.",2019-04-01,120.4
MEX,Mexico,2019-04-01,149.6
MKD,North Macedonia,2019-04-01,126.9
MLT,Malta,2019-04-01,122.1
MNG,Mongolia,2019-04-01,136.6
MYS,Malaysia,2019-04-01,106.2
NGA,Nigeria,2019-04-01,206.7
NIC,Nicaragua,2019-04-01,243.3
NLD,Netherlands,2019-04-01,111.2
NOR,Norway,2019-04-01,119.6
NZL,New Zealand,2019-04-01,118.6
PAN,Panama,2019-04-01,100.2
PER,Peru,2019-04-01,139.3
PHL,Philippines,2019-04-01,97.6
POL,Poland,2019-04-01,114.4
PRT,Portugal,2019-04-01,111.1
PRY,Paraguay,2019-04-01,113.0
QAT,Qatar,2019-04-01,64.2
ROU,Romania,2019-04-01,140.2
RUS,Russian Federation,2019-04-01,83.9
RWA,Rwanda,2019-04-01,101.8
SAU,Saudi Arabia,2019-04-01,116.9
SEN,Senegal,2019-04-01,103.0
SGP,Singapore,2019-04-01,105.3
SLV,El Salvador,2019-04-01,105.5
SRB,Serbia,2019-04-01,138.2
SVK,Slovakia,2019-04-01,108.3
SVN,Slovenia,2019-04-01,110.6
SWE,Sweden,2019-04-01,116.3
THA,Thailand,2019-04-01,119.4
TUR,"Türkiye, Rep of",2019-04-01,224.1
TWN,"Taiwan, China",2019-04-01,97.9
TZA,"Tanzania, United Rep.",2019-04-01,108.8
UGA,Uganda,2019-04-01,104.9
UKR,Ukraine,2019-04-01,149.9
URY,Uruguay,2019-04-01,119.7
USA,United States,2019-04-01,115.9
VNM,Vietnam,2019-04-01,158.4
ZAF,South Africa,2019-04-01,158.9
ZMB,Zambia,2019-04-01,212.4
ALB,Albania,2019-07-01,109.2
ARG,Argentina,2019-07-01,1295.4
AUS,Australia,2019-07-01,116.9
AUT,Austria,2019-07-01,117.9
AZE,Azerbaijan,2019-07-01,234.2
BEL,Belgium,2019-07-01,115.8
BGR,Bulgaria,2019-07-01,131.2
BHR,Bahrain,2019-07-01,111.7
BIH,Bosnia and Herzegovina,2019-07-01,107.5
BLR,Belarus,2019-07-01,110.9
BOL,Bolivia,2019-07-01,572.0
BRA,Brazil,2019-07-01,180.1
BRN,Brunei Darussalam,2019-07-01,92.2
BWA,Botswana,2019-07-01,99.3
CAN,Canada,2019-07-01,114.6
CHE,Switzerland,2019-07-01,97.6
CHL,Chile,2019-07-01,135.4
CHN,China,2019-07-01,99.4
COL,Colombia,2019-07-01,142.2
CRI,Costa Rica,2019-07-01,139.5
CYP,Cyprus,2019-07-01,103.4
CZE,Czech Republic,2019-07-01,116.6
DEU,Germany,2019-07-01,116.7
DNK,Denmark,2019-07-01,109.0
DOM,Dominican Republic,2019-07-01,172.7
ECU,Equador,2019-07-01,115.4
EGY,"Egypt, Arab Rep.",2019-07-01,159.7
ESP,Spain,2019-07-01,104.8
EST,Estonia,2019-07-01,137.2
FIN,Finland,2019-07-01,117.0
FRA,France,2019-07-01,108.4
GBR,United Kingdom,2019-07-01,117.2
GRC,Greece,2019-07-01,95.7
GTM,Guatemala,2019-07-01,116.3
HKG,"Hong Kong SAR, China",2019-07-01,99.3
HND,Honduras,2019-07-01,149.0
HRV,Croatia,2019-07-01,109.9
HUN,Hungary,2019-07-01,133.4
IDN,Indonesia,2019-07-01,144.8
IND,India,2019-07-01,151.1
IRL,Ireland,2019-07-01,120.8
IRN,"Iran, Islamic Rep.",2019-07-01,192.9
ISL,Iceland,2019-07-01,133.5
ISR,Israel,2019-07-01,113.2
ITA,Italy,2019-07-01,110.5
JOR,Jordan,2019-07-01,132.5
JPN,Japan,2019-07-01,101.8
KAZ,Kazakhstan,2019-07-01,219.5
KEN,Kenya,2019-07-01,190.8
KOR,"Korea, Rep.",2019-07-01,112.1
KWT,Kuwait,2019-07-01,105.2
LBN,Lebanon,2019-07-01,115.0
LKA,Sri Lanka,2019-07-01,120.0
LSO,Lesotho,2019-07-01,178.5
LTU,Lithuania,2019-07-01,124.8
LUX,Luxembourg,2019-07-01,119.7
LVA,Latvia,2019-07-01,129.2
MAC,"Macao SAR, China",2019-07-01,100.4
MDA,"Moldova, Rep.",2019-07-01,119.9
MEX,Mexico,2019-07-01,151.0
MKD,North Macedonia,2019-07-01,127.3
MLT,Malta,2019-07-01,123.8
MNG,Mongolia,2019-07-01,132.9
MYS,Malaysia,2019-07-01,105.9
NGA,Nigeria,2019-07-01,204.4
NIC,Nicaragua,2019-07-01,241.7
NLD,Netherlands,2019-07-01,111.9
NOR,Norway,2019-07-01,118.3
NZL,New Zealand,2019-07-01,119.6
PAN,Panama,2019-07-01,100.1
PER,Peru,2019-07-01,139.6
PHL,Philippines,2019-07-01,101.1
POL,Poland,2019-07-01,113.9
PRT,Portugal,2019-07-01,112.0
PRY,Paraguay,2019-07-01,114.1
QAT,Qatar,2019-07-01,54.8
ROU,Romania,2019-07-01,140.8
RUS,Russian Federation,2019-07-01,83.0
RWA,Rwanda,2019-07-01,101.4
SAU,Saudi Arabia,2019-07-01,116.0
SEN,Senegal,2019-07-01,105.2
SGP,Singapore,2019-07-01,107.0
SLV,El Salvador,2019-07-01,105.3
SRB,Serbia,2019-07-01,139.3
SVK,Slovakia,2019-07-01,108.7
SVN,Slovenia,2019-07-01,112.8
SWE,Sweden,2019-07-01,116.4
THA,Thailand,2019-07-01,118.9
TUR,"Türkiye, Rep of",2019-07-01,230.7
TWN,"Taiwan, China",2019-07-01,97.7
TZA,"Tanzania, United Rep.",2019-07-01,107.7
UGA,Uganda,2019-07-01,104.9
UKR,Ukraine,2019-07-01,149.4
URY,Uruguay,2019-07-01,124.8
USA,United States,2019-07-01,116.3
VNM,Vietnam,2019-07-01,158.7
ZAF,South Africa,2019-07-01,161.0
ZMB,Zambia,2019-07-01,213.4
ALB,Albania,2019-10-01,111.0
ARG,Argentina,2019-10-01,1492.8
AUS,Australia,2019-10-01,116.2
AUT,Austria,2019-10-01,118.3
AZE,Azerbaijan,2019-10-01,253.0
BEL,Belgium,2019-10-01,116.5
BGR,Bulgaria,2019-10-01,133.8
BHR,Bahrain,2019-10-01,111.6
BIH,Bosnia and Herzegovina,2019-10-01,103.5
BLR,Belarus,2019-10-01,111.0
BOL,Bolivia,2019-10-01,566.8
BRA,Brazil,2019-10-01,181.0
BRN,Brunei Darussalam,2019-10-01,94.0
BWA,Botswana,2019-10-01,95.1
CAN,Canada,2019-10-01,115.7
CHE,Switzerland,2019-10-01,97.5
CHL,Chile,2019-10-01,138.5
CHN,China,2019-10-01,100.2
COL,Colombia,2019-10-01,144.1
CRI,Costa Rica,2019-10-01,139.4
CYP,Cyprus,2019-10-01,102.8
CZE,Czech Republic,2019-10-01,117.4
DEU,Germany,2019-10-01,117.5
DNK,Denmark,2019-10-01,109.7
DOM,Dominican Republic,2019-10-01,179.5
ECU,Equador,2019-10-01,115.0
EGY,"Egypt, Arab Rep.",2019-10-01,153.3
ESP,Spain,2019-10-01,105.8
EST,Estonia,2019-10-01,138.3
FIN,Finland,2019-10-01,117.7
FRA,France,2019-10-01,108.7
GBR,United Kingdom,2019-10-01,117.8
GRC,Greece,2019-10-01,95.5
GTM,Guatemala,2019-10-01,118.2
HKG,"Hong Kong SAR, China",2019-10-01,99.4
HND,Honduras,2019-10-01,149.8
HRV,Croatia,2019-10-01,110.9
HUN,Hungary,2019-10-01,134.5
IDN,Indonesia,2019-10-01,144.6
IND,India,2019-10-01,153.3
IRL,Ireland,2019-10-01,123.0
IRN,"Iran, Islamic Rep.",2019-10-01,199.5
ISL,Iceland,2019-10-01,134.9
ISR,Israel,2019-10-01,113.1
ITA,Italy,2019-10-01,111.4
JOR,Jordan,2019-10-01,132.5
JPN,Japan,2019-10-01,102.5
KAZ,Kazakhstan,2019-10-01,236.8
KEN,Kenya,2019-10-01,192.4
KOR,"Korea, Rep.",2019-10-01,111.8
KWT,Kuwait,2019-10-01,104.6
LBN,Lebanon,2019-10-01,118.0
LKA,Sri Lanka,2019-10-01,121.0
LSO,Lesotho,2019-10-01,191.6
LTU,Lithuania,2019-10-01,126.0
LUX,Luxembourg,2019-10-01,119.4
LVA,Latvia,2019-10-01,130.2
MAC,"Macao SAR, China",2019-10-01,103.1
MDA,"Moldova, Rep.",2019-10-01,120.2
MEX,Mexico,2019-10-01,152.1
MKD,North Macedonia,2019-10-01,127.4
MLT,Malta,2019-10-01,122.9
MNG,Mongolia,2019-10-01,135.4
MYS,Malaysia,2019-10-01,107.0
NGA,Nigeria,2019-10-01,202.7
NIC,Nicaragua,2019-10-01,242.2
NLD,Netherlands,2019-10-01,112.4
NOR,Norway,2019-10-01,119.9
NZL,New Zealand,2019-10-01,120.4
PAN,Panama,2019-10-01,100.6
PER,Peru,2019-10-01,141.9
PHL,Philippines,2019-10-01,104.6
POL,Poland,2019-10-01,115.8
PRT,Portugal,2019-10-01,112.0
PRY,Paraguay,2019-10-01,115.0
QAT,Qatar,2019-10-01,49.7
ROU,Romania,2019-10-01,144.2
RUS,Russian Federation,2019-10-01,82.3
RWA,Rwanda,2019-10-01,104.6
SAU,Saudi Arabia,2019-10-01,114.0
SEN,Senegal,2019-10-01,104.2
SGP,Singapore,2019-10-01,107.6
SLV,El Salvador,2019-10-01,107.6
SRB,Serbia,2019-10-01,140.1
SVK,Slovakia,2019-10-01,109.5
SVN,Slovenia,2019-10-01,114.4
SWE,Sweden,2019-10-01,117.2
THA,Thailand,2019-10-01,119.3
TUR,"Türkiye, Rep of",2019-10-01,236.2
TWN,"Taiwan, China",2019-10-01,97.4
TZA,"Tanzania, United Rep.",2019-10-01,110.6
UGA,Uganda,2019-10-01,105.9
UKR,Ukraine,2019-10-01,159.6
URY,Uruguay,2019-10-01,125.5
USA,United States,2019-10-01,116.6
VNM,Vietnam,2019-10-01,158.8
ZAF,South Africa,2019-10-01,162.8
ZMB,Zambia,2019-10-01,212.7
ALB,Albania,2020-01-01,111.6
ARG,Argentina,2020-01-01,1608.6
AUS,Australia,2020-01-01,117.1
AUT,Austria,2020-01-01,119.1
AZE,Azerbaijan,2020-01-01,320.5
BEL,Belgium,2020-01-01,116.8
BGR,Bulgaria,2020-01-01,136.6
BHR,Bahrain,2020-01-01,108.1
BIH,Bosnia and Herzegovina,2020-01-01,103.7
BLR,Belarus,2020-01-01,115.5
BOL,Bolivia,2020-01-01,598.2
BRA,Brazil,2020-01-01,186.8
BRN,Brunei Darussalam,2020-01-01,94.1
BWA,Botswana,2020-01-01,99.9
CAN,Canada,2020-01-01,114.8
CHE,Switzerland,2020-01-01,97.2
CHL,Chile,2020-01-01,140.9
CHN,China,2020-01-01,99.2
COL,Colombia,2020-01-01,144.2
CRI,Costa Rica,2020-01-01,140.9
CYP,Cyprus,2020-01-01,103.5
CZE,Czech Republic,2020-01-01,119.7
DEU,Germany,2020-01-01,118.3
DNK,Denmark,2020-01-01,111.7
DOM,Dominican Republic,2020-01-01,176.5
ECU,Equador,2020-01-01,114.2
EGY,"Egypt, Arab Rep.",2020-01-01,138.5
ESP,Spain,2020-01-01,105.9
EST,Estonia,2020-01-01,135.1
FIN,Finland,2020-01-01,119.0
FRA,France,2020-01-01,110.0
GBR,United Kingdom,2020-01-01,119.1
GRC,Greece,2020-01-01,95.7
GTM,Guatemala,2020-01-01,117.1
HKG,"Hong Kong SAR, China",2020-01-01,100.2
HND,Honduras,2020-01-01,150.7
HRV,Croatia,2020-01-01,111.6
HUN,Hungary,2020-01-01,138.5
IDN,Indonesia,2020-01-01,145.1
IND,India,2020-01-01,155.6
IRL,Ireland,2020-01-01,121.5
IRN,"Iran, Islamic Rep.",2020-01-01,205.5
ISL,Iceland,2020-01-01,135.3
ISR,Israel,2020-01-01,113.7
ITA,Italy,2020-01-01,111.2
JOR,Jordan,2020-01-01,132.7
JPN,Japan,2020-01-01,102.8
KAZ,Kazakhstan,2020-01-01,235.6
KEN,Kenya,2020-01-01,194.9
KOR,"Korea, Rep.",2020-01-01,111.7
KWT,Kuwait,2020-01-01,96.0
LBN,Lebanon,2020-01-01,121.0
LKA,Sri Lanka,2020-01-01,123.0
LSO,Lesotho,2020-01-01,195.1
LTU,Lithuania,2020-01-01,126.7
LUX,Luxembourg,2020-01-01,121.1
LVA,Latvia,2020-01-01,132.5
MAC,"Macao SAR, China",2020-01-01,101.8
MDA,"Moldova, Rep.",2020-01-01,125.3
MEX,Mexico,2020-01-01,155.3
MKD,North Macedonia,2020-01-01,128.0
MLT,Malta,2020-01-01,122.7
MNG,Mongolia,2020-01-01,140.4
MYS,Malaysia,2020-01-01,106.5
NGA,Nigeria,2020-01-01,212.9
NIC,Nicaragua,2020-01-01,250.1
NLD,Netherlands,2020-01-01,113.3
NOR,Norway,2020-01-01,119.2
NZL,New Zealand,2020-01-01,121.1
PAN,Panama,2020-01-01,102.0
PER,Peru,2020-01-01,138.8
PHL,Philippines,2020-01-01,100.3
POL,Poland,2020-01-01,116.4
PRT,Portugal,2020-01-01,113.0
PRY,Paraguay,2020-01-01,112.1
QAT,Qatar,2020-01-01,68.7
ROU,Romania,2020-01-01,144.7
RUS,Russian Federation,2020-01-01,83.9
RWA,Rwanda,2020-01-01,106.9
SAU,Saudi Arabia,2020-01-01,106.9
SEN,Senegal,2020-01-01,105.9
SGP,Singapore,2020-01-01,105.5
SLV,El Salvador,2020-01-01,105.2
SRB,Serbia,2020-01-01,141.8
SVK,Slovakia,2020-01-01,110.6
SVN,Slovenia,2020-01-01,112.4
SWE,Sweden,2020-01-01,118.5
THA,Thailand,2020-01-01,118.5
TUR,"Türkiye, Rep of",2020-01-01,245.1
TWN,"Taiwan, China",2020-01-01,100.9
TZA,"Tanzania, United Rep.",2020-01-01,111.1
UGA,Uganda,2020-01-01,105.5
UKR,Ukraine,2020-01-01,159.0
URY,Uruguay,2020-01-01,133.0
USA,United States,2020-01-01,117.2
VNM,Vietnam,2020-01-01,160.2
ZAF,South Africa,2020-01-01,164.7
ZMB,Zambia,2020-01-01,219.0
ALB,Albania,2020-04-01,108.5
ARG,Argentina,2020-04-01,1634.2
AUS,Australia,2020-04-01,116.5
AUT,Austria,2020-04-01,121.1
AZE,Azerbaijan,2020-04-01,265.3
BEL,Belgium,2020-04-01,116.2
BGR,Bulgaria,2020-04-01,137.7
BHR,Bahrain,2020-04-01,99.5
BIH,Bosnia and Herzegovina,2020-04-01,102.9
BLR,Belarus,2020-04-01,119.2
BOL,Bolivia,2020-04-01,532.1
BRA,Brazil,2020-04-01,188.7
BRN,Brunei Darussalam,2020-04-01,82.9
BWA,Botswana,2020-04-01,107.3
CAN,Canada,2020-04-01,113.7
CHE,Switzerland,2020-04-01,96.7
CHL,Chile,2020-04-01,148.5
CHN,China,2020-04-01,100.2
COL,Colombia,2020-04-01,140.8
CRI,Costa Rica,2020-04-01,136.5
CYP,Cyprus,2020-04-01,100.5
CZE,Czech Republic,2020-04-01,120.8
DEU,Germany,2020-04-01,119.5
DNK,Denmark,2020-04-01,111.8
DOM,Dominican Republic,2020-04-01,176.9
ECU,Equador,2020-04-01,110.5
EGY,"Egypt, Arab Rep.",2020-04-01,134.0
ESP,Spain,2020-04-01,105.6
EST,Estonia,2020-04-01,133.0
FIN,Finland,2020-04-01,119.5
FRA,France,2020-04-01,114.1
GBR,United Kingdom,2020-04-01,127.8
GRC,Greece,2020-04-01,95.5
GTM,Guatemala,2020-04-01,117.6
HKG,"Hong Kong SAR, China",2020-04-01,99.1
HND,Honduras,2020-04-01,151.3
HRV,Croatia,2020-04-01,110.5
HUN,Hungary,2020-04-01,141.4
IDN,Indonesia,2020-04-01,142.8
IND,India,2020-04-01,150.9
IRL,Ireland,2020-04-01,120.8
IRN,"Iran, Islamic Rep.",2020-04-01,215.7
ISL,Iceland,2020-04-01,138.3
ISR,Israel,2020-04-01,114.1
ITA,Italy,2020-04-01,112.6
JOR,Jordan,2020-04-01,130.8
JPN,Japan,2020-04-01,103.3
KAZ,Kazakhstan,2020-04-01,219.6
KEN,Kenya,2020-04-01,196.1
KOR,"Korea, Rep.",2020-04-01,114.0
KWT,Kuwait,2020-04-01,70.3
LBN,Lebanon,2020-04-01,165.0
LKA,Sri Lanka,2020-04-01,124.0
LSO,Lesotho,2020-04-01,188.8
LTU,Lithuania,2020-04-01,126.4
LUX,Luxembourg,2020-04-01,127.9
LVA,Latvia,2020-04-01,131.0
MAC,"Macao SAR, China",2020-04-01,100.0
MDA,"Moldova, Rep.",2020-04-01,125.8
MEX,Mexico,2020-04-01,156.2
MKD,North Macedonia,2020-04-01,124.8
MLT,Malta,2020-04-01,124.3
MNG,Mongolia,2020-04-01,148.2
MYS,Malaysia,2020-04-01,104.3
NGA,Nigeria,2020-04-01,214.0
NIC,Nicaragua,2020-04-01,254.7
NLD,Netherlands,2020-04-01,113.2
NOR,Norway,2020-04-01,113.5
NZL,New Zealand,2020-04-01,121.3
PAN,Panama,2020-04-01,98.7
PER,Peru,2020-04-01,142.2
PHL,Philippines,2020-04-01,99.9
POL,Poland,2020-04-01,118.5
PRT,Portugal,2020-04-01,115.2
PRY,Paraguay,2020-04-01,114.8
QAT,Qatar,2020-04-01,50.7
ROU,Romania,2020-04-01,141.6
RUS,Russian Federation,2020-04-01,80.9
RWA,Rwanda,2020-04-01,107.7
SAU,Saudi Arabia,2020-04-01,95.8
SEN,Senegal,2020-04-01,104.9
SGP,Singapore,2020-04-01,102.0
SLV,El Salvador,2020-04-01,105.4
SRB,Serbia,2020-04-01,141.7
SVK,Slovakia,2020-04-01,110.8
SVN,Slovenia,2020-04-01,112.6
SWE,Sweden,2020-04-01,119.6
THA,Thailand,2020-04-01,115.9
TUR,"Türkiye, Rep of",2020-04-01,250.0
TWN,"Taiwan, China",2020-04-01,100.0
TZA,"Tanzania, United Rep.",2020-04-01,113.3
UGA,Uganda,2020-04-01,105.5
UKR,Ukraine,2020-04-01,158.9
URY,Uruguay,2020-04-01,134.1
USA,United States,2020-04-01,116.7
VNM,Vietnam,2020-04-01,160.7
ZAF,South Africa,2020-04-01,165.2
ZMB,Zambia,2020-04-01,233.1
ALB,Albania,2020-07-01,110.7
ARG,Argentina,2020-07-01,1777.6
AUS,Australia,2020-07-01,117.2
AUT,Austria,2020-07-01,120.7
AZE,Azerbaijan,2020-07-01,225.4
BEL,Belgium,2020-07-01,117.3
BGR,Bulgaria,2020-07-01,140.6
BHR,Bahrain,2020-07-01,103.4
BIH,Bosnia and Herzegovina,2020-07-01,106.7
BLR,Belarus,2020-07-01,122.8
BOL,Bolivia,2020-07-01,560.2
BRA,Brazil,2020-07-01,190.3
BRN,Brunei Darussalam,2020-07-01,85.7
BWA,Botswana,2020-07-01,99.1
CAN,Canada,2020-07-01,116.2
CHE,Switzerland,2020-07-01,97.0
CHL,Chile,2020-07-01,149.8
CHN,China,2020-07-01,99.8
COL,Colombia,2020-07-01,142.9
CRI,Costa Rica,2020-07-01,139.3
CYP,Cyprus,2020-07-01,101.4
CZE,Czech Republic,2020-07-01,121.6
DEU,Germany,2020-07-01,117.6
DNK,Denmark,2020-07-01,112.3
DOM,Dominican Republic,2020-07-01,182.7
ECU,Equador,2020-07-01,113.5
EGY,"Egypt, Arab Rep.",2020-07-01,165.5
ESP,Spain,2020-07-01,106.0
EST,Estonia,2020-07-01,136.6
FIN,Finland,2020-07-01,118.6
FRA,France,2020-07-01,110.0
GBR,United Kingdom,2020-07-01,122.8
GRC,Greece,2020-07-01,95.7
GTM,Guatemala,2020-07-01,119.9
HKG,"Hong Kong SAR, China",2020-07-01,99.6
HND,Honduras,2020-07-01,151.9
HRV,Croatia,2020-07-01,108.4
HUN,Hungary,2020-07-01,141.3
IDN,Indonesia,2020-07-01,143.7
IND,India,2020-07-01,155.2
IRL,Ireland,2020-07-01,119.0
IRN,"Iran, Islamic Rep.",2020-07-01,262.8
ISL,Iceland,2020-07-01,138.9
ISR,Israel,2020-07-01,113.4
ITA,Italy,2020-07-01,112.0
JOR,Jordan,2020-07-01,131.2
JPN,Japan,2020-07-01,103.0
KAZ,Kazakhstan,2020-07-01,244.8
KEN,Kenya,2020-07-01,195.6
KOR,"Korea, Rep.",2020-07-01,114.8
KWT,Kuwait,2020-07-01,88.2
LBN,Lebanon,2020-07-01,210.0
LKA,Sri Lanka,2020-07-01,125.0
LSO,Lesotho,2020-07-01,196.1
LTU,Lithuania,2020-07-01,125.9
LUX,Luxembourg,2020-07-01,122.9
LVA,Latvia,2020-07-01,131.2
MAC,"Macao SAR, China",2020-07-01,99.6
MDA,"Moldova, Rep.",2020-07-01,124.1
MEX,Mexico,2020-07-01,158.9
MKD,North Macedonia,2020-07-01,128.5
MLT,Malta,2020-07-01,124.8
MNG,Mongolia,2020-07-01,143.0
MYS,Malaysia,2020-07-01,104.7
NGA,Nigeria,2020-07-01,219.3
NIC,Nicaragua,2020-07-01,254.1
NLD,Netherlands,2020-07-01,114.1
NOR,Norway,2020-07-01,115.3
NZL,New Zealand,2020-07-01,121.9
PAN,Panama,2020-07-01,98.6
PER,Peru,2020-07-01,145.4
PHL,Philippines,2020-07-01,101.7
POL,Poland,2020-07-01,119.1
PRT,Portugal,2020-07-01,113.7
PRY,Paraguay,2020-07-01,117.4
QAT,Qatar,2020-07-01,43.4
ROU,Romania,2020-07-01,147.6
RUS,Russian Federation,2020-07-01,84.1
RWA,Rwanda,2020-07-01,109.6
SAU,Saudi Arabia,2020-07-01,108.3
SEN,Senegal,2020-07-01,105.7
SGP,Singapore,2020-07-01,103.2
SLV,El Salvador,2020-07-01,105.3
SRB,Serbia,2020-07-01,142.8
SVK,Slovakia,2020-07-01,111.2
SVN,Slovenia,2020-07-01,112.2
SWE,Sweden,2020-07-01,117.6
THA,Thailand,2020-07-01,117.2
TUR,"Türkiye, Rep of",2020-07-01,268.1
TWN,"Taiwan, China",2020-07-01,100.1
TZA,"Tanzania, United Rep.",2020-07-01,112.9
UGA,Uganda,2020-07-01,104.5
UKR,Ukraine,2020-07-01,163.0
URY,Uruguay,2020-07-01,136.1
USA,United States,2020-07-01,117.8
VNM,Vietnam,2020-07-01,160.8
ZAF,South Africa,2020-07-01,168.4
ZMB,Zambia,2020-07-01,256.0
ALB,Albania,2020-10-01,111.0
ARG,Argentina,2020-10-01,2002.9
AUS,Australia,2020-10-01,118.7
AUT,Austria,2020-10-01,121.1
AZE,Azerbaijan,2020-10-01,226.8
BEL,Belgium,2020-10-01,118.5
BGR,Bulgaria,2020-10-01,141.0
BHR,Bahrain,2020-10-01,109.2
BIH,Bosnia and Herzegovina,2020-10-01,107.2
BLR,Belarus,2020-10-01,127.3
BOL,Bolivia,2020-10-01,557.3
BRA,Brazil,2020-10-01,194.6
BRN,Brunei Darussalam,2020-10-01,80.5
BWA,Botswana,2020-10-01,103.7
CAN,Canada,2020-10-01,118.3
CHE,Switzerland,2020-10-01,97.2
CHL,Chile,2020-10-01,153.3
CHN,China,2020-10-01,100.5
COL,Colombia,2020-10-01,146.3
CRI,Costa Rica,2020-10-01,142.8
CYP,Cyprus,2020-10-01,101.1
CZE,Czech Republic,2020-10-01,123.1
